snum,months,days,sex,cond,GNG,gazeOnOff,trial,trialType,startTime,endTime,duration
105,10,4,,1,1,1,1,Fam Trial,0,0.3329438000218943,0.3329438000218943
105,10,4,,1,1,0,1,Fam Trial,0.33295229997020215,2.651837700046599,2.3188854000763968
105,10,4,,1,1,1,1,Fam Trial,2.6518262999597937,6.650008199969307,3.998181900009513
105,10,4,,1,1,0,1,Fam Trial,6.650013100006618,7.750434800051153,1.100421700044535
105,10,4,,1,1,1,1,Fam Trial,7.7504292000085115,8.966494799940847,1.2160655999323353
105,10,4,,1,1,0,1,Fam Trial,8.966500199981965,10.968657299992628,2.0021571000106633
105,10,4,,1,0,1,2,Fam Trial,0,0.24903880001511425,0.24903880001511425
105,10,4,,1,0,0,2,Fam Trial,0.24904260004404932,2.166986200027168,1.9179435999831185
105,10,4,,1,0,1,2,Fam Trial,2.1669794999761507,2.3506527000572532,0.18367320008110255
105,10,4,,1,0,0,2,Fam Trial,2.3506603999994695,16.985646200017072,14.634985800017603
105,10,4,,1,0,1,2,Fam Trial,16.985631400020793,18.752696000039577,1.7670646000187844
105,10,4,,1,0,0,2,Fam Trial,18.752704499987885,20.76808319997508,2.0153786999871954
105,10,4,,1,1,1,2,Fam Trial,0,0.0841710000531748,0.0841710000531748
105,10,4,,1,1,0,2,Fam Trial,0.08417590009048581,7.369299600017257,7.285123699926771
105,10,4,,1,1,1,2,Fam Trial,7.369266800000332,7.5359389000805095,0.1666721000801772
105,10,4,,1,1,0,2,Fam Trial,7.535953200072981,9.218942700070329,1.6829894999973476
105,10,4,,1,1,1,2,Fam Trial,9.218930300092325,12.95128870010376,3.732358400011435
105,10,4,,1,1,0,2,Fam Trial,12.9512953000376,14.951391600072384,2.000096300034784
105,10,4,,1,1,1,3,Test Trial,0,21.45285540004261,21.45285540004261
105,10,4,,1,1,0,3,Test Trial,21.452865200000815,21.65364940010477,0.20078420010395348
105,10,4,,1,1,1,3,Test Trial,21.653638100018725,22.202079600072466,0.548441500053741
105,10,4,,1,1,0,3,Test Trial,22.202085900004022,22.769377000047825,0.5672911000438035
105,10,4,,1,1,1,3,Test Trial,22.769371400005184,25.086025500088,2.3166541000828147
105,10,4,,1,1,0,3,Test Trial,25.086036000051536,27.08661540003959,2.0005793999880552
105,10,4,,1,1,1,4,Test Trial,0,1.284253800055012,1.284253800055012
105,10,4,,1,1,0,4,Test Trial,1.284265400026925,3.2865248000016436,2.0022593999747187
105,10,4,,1,1,1,5,Test Trial,0,7.585225700051524,7.585225700051524
105,10,4,,1,1,0,5,Test Trial,7.585239000036381,8.91822560003493,1.3329865999985486
105,10,4,,1,1,1,5,Test Trial,8.918219599989243,11.40213349997066,2.4839138999814168
105,10,4,,1,1,0,5,Test Trial,11.402144200052135,13.418592900037766,2.016448699985631
105,10,4,,1,1,1,6,Test Trial,0,0.634672399959527,0.634672399959527
105,10,4,,1,1,0,6,Test Trial,0.6346808999078348,1.533394599915482,0.8987137000076473
105,10,4,,1,1,1,6,Test Trial,1.5333910000044852,5.801257599960081,4.267866599955596
105,10,4,,1,1,0,6,Test Trial,5.801266499911435,7.817699899896979,2.0164333999855444
