snum,months,days,sex,cond,GNG,gazeOnOff,trial,trialType,startTime,endTime,duration
117,10,0,,1,1,1,1,Fam Trial,0,3.2006183000048622,3.2006183000048622
117,10,0,,1,1,0,1,Fam Trial,3.200624500052072,5.201959400030319,2.0013348999782465
117,10,0,,1,1,1,2,Fam Trial,0,5.001161899999715,5.001161899999715
117,10,0,,1,1,0,2,Fam Trial,5.001170700008515,6.15063360001659,1.149462900008075
117,10,0,,1,1,1,2,Fam Trial,6.150627499970142,13.383984400017653,7.233356900047511
117,10,0,,1,1,0,2,Fam Trial,13.383989099995233,13.884716500004288,0.5007274000090547
117,10,0,,1,1,1,2,Fam Trial,13.88471249997383,15.33433949999744,1.449627000023611
117,10,0,,1,1,0,2,Fam Trial,15.334342000016477,17.334995799988974,2.000653799972497
117,10,0,,1,1,1,3,Test Trial,0,14.81831439997768,14.81831439997768
117,10,0,,1,1,0,3,Test Trial,14.818322799983434,16.818407399987336,2.000084600003902
117,10,0,,1,1,1,4,Test Trial,0,5.2665856999810785,5.2665856999810785
117,10,0,,1,1,0,4,Test Trial,5.266592599975411,5.550728000001982,0.284135400026571
117,10,0,,1,1,1,4,Test Trial,5.550716699974146,6.583179899957031,1.0324631999828853
117,10,0,,1,1,0,4,Test Trial,6.583185900002718,8.599550599989016,2.0163646999862976
117,10,0,,1,1,1,5,Test Trial,0,14.601752499991562,14.601752499991562
117,10,0,,1,1,0,5,Test Trial,14.601762100006454,16.618476399977226,2.016714299970772
117,10,0,,1,1,1,6,Test Trial,0,2.516741900006309,2.516741900006309
117,10,0,,1,1,0,6,Test Trial,2.516747599991504,4.5168972999672405,2.0001496999757364
