Recording date:	2026/02/24
Recording time:	16:14:57
Recording resolution:	1920 x 1080
PsychoPy units:	pix
Session Start
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	PupilSizeLeft	PupilValidityLeft	PupilSizeRight	PupilValidityRight	PupilSize
-745.8	-520.0	-643.0	1	nan	nan	0	-520.0	-643.0	4.2226	1	nan	0	4.2226
-741.8	-549.0	-609.0	1	-537.0	-491.0	1	-543.0	-550.0	4.1857	1	4.1367	1	4.1612
-737.8	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-733.8	-569.0	-658.0	1	-575.0	-637.0	1	-572.0	-647.5	4.3222	1	4.4809	1	4.4015
-729.8	-489.0	-536.0	1	-538.0	-512.0	1	-513.5	-524.0	3.8913	1	4.1749	1	4.0331
-725.8	-461.0	-476.0	1	-517.0	-551.0	1	-489.0	-513.5	3.6404	1	4.3225	1	3.9815
-721.8	nan	nan	0	-562.0	-531.0	1	-562.0	-531.0	nan	0	4.2611	1	4.2611
-717.8	-494.0	-538.0	1	-492.0	-490.0	1	-493.0	-514.0	3.9685	1	4.1119	1	4.0402
-713.8	nan	nan	0	-502.0	-551.0	1	-502.0	-551.0	nan	0	4.2083	1	4.2083
-709.8	-551.0	-588.0	1	-497.0	-486.0	1	-524.0	-537.0	4.2175	1	4.1396	1	4.1785
-705.7	-521.0	-597.0	1	-473.0	-477.0	1	-497.0	-537.0	4.1899	1	4.0554	1	4.1227
-701.7	-495.0	-545.0	1	nan	nan	0	-495.0	-545.0	3.9845	1	nan	0	3.9845
-697.7	nan	nan	0	-529.0	-531.0	1	-529.0	-531.0	nan	0	4.2656	1	4.2656
-693.7	nan	nan	0	-563.0	-530.0	1	-563.0	-530.0	nan	0	4.3234	1	4.3234
-689.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-685.7	-486.0	-507.0	1	-557.0	-558.0	1	-521.5	-532.5	3.8316	1	4.4219	1	4.1267
-681.7	-516.0	-582.0	1	-546.0	-486.0	1	-531.0	-534.0	4.0585	1	4.25	1	4.1542
-677.7	nan	nan	0	-519.0	-506.0	1	-519.0	-506.0	nan	0	4.2245	1	4.2245
-673.7	-570.0	-596.0	1	nan	nan	0	-570.0	-596.0	4.1935	1	nan	0	4.1935
-669.7	-564.0	-628.0	1	-500.0	-530.0	1	-532.0	-579.0	4.243	1	4.3012	1	4.2721
-665.7	-544.0	-499.0	1	-563.0	-549.0	1	-553.5	-524.0	3.8989	1	4.4086	1	4.1537
-661.7	nan	nan	0	-482.0	-483.0	1	-482.0	-483.0	nan	0	4.1694	1	4.1694
-657.7	-547.0	-550.0	1	-533.0	-468.0	1	-540.0	-509.0	4.0428	1	4.1623	1	4.1025
-653.7	-579.0	-660.0	1	-558.0	-589.0	1	-568.5	-624.5	4.312	1	4.498	1	4.405
-649.7	-492.0	-527.0	1	-524.0	-538.0	1	-508.0	-532.5	3.9077	1	4.3269	1	4.1173
-645.7	nan	nan	0	-541.0	-492.0	1	-541.0	-492.0	nan	0	4.223	1	4.223
-641.7	-531.0	-530.0	1	-535.0	-584.0	1	-533.0	-557.0	4.0363	1	4.4055	1	4.2209
-637.7	-553.0	-605.0	1	-534.0	-586.0	1	-543.5	-595.5	4.1912	1	4.4127	1	4.3019
-633.7	-575.0	-605.0	1	-562.0	-614.0	1	-568.5	-609.5	4.1846	1	4.4225	1	4.3035
-629.7	-498.0	-620.0	1	-597.0	-630.0	1	-547.5	-625.0	4.2107	1	4.5215	1	4.3661
-625.7	-484.0	-562.0	1	nan	nan	0	-484.0	-562.0	4.0161	1	nan	0	4.0161
-621.7	-533.0	-624.0	1	-574.0	-577.0	1	-553.5	-600.5	4.2577	1	4.4126	1	4.3352
-617.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-613.7	nan	nan	0	-537.0	-493.0	1	-537.0	-493.0	nan	0	4.2257	1	4.2257
-609.7	nan	nan	0	-549.0	-553.0	1	-549.0	-553.0	nan	0	4.3211	1	4.3211
-605.7	-553.0	-617.0	1	-563.0	-541.0	1	-558.0	-579.0	4.2027	1	4.3627	1	4.2827
-601.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-597.7	nan	nan	0	-534.0	-556.0	1	-534.0	-556.0	nan	0	4.3499	1	4.3499
-593.7	-548.0	-593.0	1	nan	nan	0	-548.0	-593.0	4.1885	1	nan	0	4.1885
-589.7	nan	nan	0	-519.0	-571.0	1	-519.0	-571.0	nan	0	4.3707	1	4.3707
-585.7	nan	nan	0	-536.0	-510.0	1	-536.0	-510.0	nan	0	4.2145	1	4.2145
-581.7	-513.0	-626.0	1	-538.0	-597.0	1	-525.5	-611.5	4.1653	1	4.4429	1	4.3041
-577.7	-522.0	-541.0	1	-472.0	-501.0	1	-497.0	-521.0	4.0519	1	4.2117	1	4.1318
-573.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-569.7	-550.0	-612.0	1	-553.0	-572.0	1	-551.5	-592.0	4.2431	1	4.399	1	4.321
-565.7	-595.0	-598.0	1	-495.0	-444.0	1	-545.0	-521.0	4.2672	1	4.1345	1	4.2009
-561.7	nan	nan	0	-491.0	-515.0	1	-491.0	-515.0	nan	0	4.2147	1	4.2147
-557.7	-549.0	-580.0	1	-514.0	-556.0	1	-531.5	-568.0	4.1693	1	4.3443	1	4.2568
-553.7	-531.0	-609.0	1	-578.0	-602.0	1	-554.5	-605.5	4.2359	1	4.5237	1	4.3798
-549.7	-569.0	-531.0	1	-494.0	-502.0	1	-531.5	-516.5	4.0352	1	4.2083	1	4.1217
-545.7	nan	nan	0	-595.0	-639.0	1	-595.0	-639.0	nan	0	4.6038	1	4.6038
-541.7	-521.0	-577.0	1	-529.0	-565.0	1	-525.0	-571.0	4.0247	1	4.3982	1	4.2115
-537.7	-568.0	-634.0	1	-531.0	-558.0	1	-549.5	-596.0	4.3284	1	4.3661	1	4.3473
-533.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-529.7	-506.0	-504.0	1	-562.0	-616.0	1	-534.0	-560.0	3.9012	1	4.5279	1	4.2145
-525.7	-588.0	-669.0	1	-515.0	-576.0	1	-551.5	-622.5	4.4409	1	4.3911	1	4.416
-521.7	-521.0	-521.0	1	-541.0	-605.0	1	-531.0	-563.0	3.9569	1	4.478	1	4.2174
-517.7	nan	nan	0	-562.0	-584.0	1	-562.0	-584.0	nan	0	4.4668	1	4.4668
-513.7	-547.0	-588.0	1	-561.0	-614.0	1	-554.0	-601.0	4.1892	1	4.5698	1	4.3795
-509.7	-531.0	-592.0	1	nan	nan	0	-531.0	-592.0	4.1635	1	nan	0	4.1635
-505.7	-587.0	-553.0	1	-518.0	-538.0	1	-552.5	-545.5	4.1554	1	4.3466	1	4.251
-501.7	nan	nan	0	-556.0	-538.0	1	-556.0	-538.0	nan	0	4.3942	1	4.3942
-497.7	-542.0	-605.0	1	-540.0	-510.0	1	-541.0	-557.5	4.207	1	4.2502	1	4.2286
-493.7	-582.0	-582.0	1	-593.0	-652.0	1	-587.5	-617.0	4.1425	1	4.6019	1	4.3722
-489.7	-605.0	-691.0	1	nan	nan	0	-605.0	-691.0	4.4531	1	nan	0	4.4531
-485.7	nan	nan	0	-495.0	-533.0	1	-495.0	-533.0	nan	0	4.4264	1	4.4264
-481.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-477.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-473.7	-328.0	-246.0	1	nan	nan	0	-328.0	-246.0	4.2705	1	nan	0	4.2705
-469.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-465.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-461.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-457.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-453.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-449.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-445.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-441.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-437.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-433.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-429.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-425.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-421.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-417.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-413.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-409.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-405.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-401.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-397.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-393.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-389.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-385.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-381.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-377.7	146.0	123.0	1	nan	nan	0	146.0	123.0	4.2809	1	nan	0	4.2809
-373.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-369.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-365.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-361.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-357.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-353.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-349.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-345.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-341.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-337.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-333.7	nan	nan	0	121.0	177.0	1	121.0	177.0	nan	0	4.0854	1	4.0854
-329.7	158.0	138.0	1	nan	nan	0	158.0	138.0	4.1383	1	nan	0	4.1383
-325.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-321.7	151.0	93.0	1	nan	nan	0	151.0	93.0	4.3496	1	nan	0	4.3496
-317.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-313.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-309.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-305.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-301.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-297.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-293.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-289.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-285.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-281.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-277.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-273.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-269.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-265.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-261.7	180.0	72.0	1	nan	nan	0	180.0	72.0	4.332	1	nan	0	4.332
-257.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-253.7	188.0	101.0	1	153.0	94.0	1	170.5	97.5	4.2763	1	4.3989	1	4.3376
-249.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-245.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-241.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-237.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-233.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-229.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-225.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-221.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-217.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-213.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-209.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-205.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-201.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-197.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-193.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-189.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-185.7	155.0	82.0	1	nan	nan	0	155.0	82.0	4.3979	1	nan	0	4.3979
-181.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-177.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-173.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-169.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-165.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-161.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-157.7	nan	nan	0	187.0	106.0	1	187.0	106.0	nan	0	4.3101	1	4.3101
-153.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-149.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-145.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-141.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-137.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-133.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-129.7	164.0	57.0	1	nan	nan	0	164.0	57.0	4.4167	1	nan	0	4.4167
-125.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-121.7	167.0	72.0	1	nan	nan	0	167.0	72.0	4.3847	1	nan	0	4.3847
-117.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-113.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-109.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-105.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-101.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-97.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-93.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-89.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-85.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-81.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-77.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-73.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-69.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-65.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-61.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-57.7	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
