Recording date:	2026/04/29
Recording time:	16:41:31
Recording resolution:	1920 x 1080
PsychoPy units:	pix
Session Start
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	PupilSizeLeft	PupilValidityLeft	PupilSizeRight	PupilValidityRight	PupilSize
-738.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-734.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-730.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-726.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-722.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-718.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-714.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-710.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-706.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-702.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-698.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-694.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-690.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-686.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-682.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-678.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-674.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-670.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-666.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-662.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-658.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-654.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-650.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-646.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-642.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-638.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-634.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-630.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-626.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-622.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-618.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-614.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-610.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-606.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-602.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-598.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-594.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-590.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-586.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-582.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-578.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-574.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-570.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-566.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-562.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-558.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-554.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-550.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-546.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-542.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-538.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-534.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-530.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-526.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-522.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-518.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-514.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-510.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-506.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-502.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-498.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-494.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-490.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-486.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-482.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-478.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-474.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-470.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-466.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-462.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-458.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-454.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-450.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-446.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-442.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-438.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-434.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-430.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-426.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-422.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-418.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-414.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-410.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-406.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-402.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-398.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-394.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-390.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-386.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-382.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-378.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-374.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-370.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-366.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-362.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-358.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-354.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-350.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-346.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-342.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-338.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-334.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-330.9	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
