Recording date:	2026/07/25
Recording time:	10:48:01
Recording resolution:	1920 x 1080
PsychoPy units:	pix
Session Start
TimeStamp	GazePointXLeft	GazePointYLeft	ValidityLeft	GazePointXRight	GazePointYRight	ValidityRight	GazePointX	GazePointY	PupilSizeLeft	PupilValidityLeft	PupilSizeRight	PupilValidityRight	PupilSize
-752.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-748.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-744.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-740.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-736.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-732.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-728.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-724.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-720.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-716.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-712.5	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-708.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-704.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-700.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-696.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-692.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-688.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-684.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-680.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-676.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-672.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-668.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-664.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-660.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-656.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-652.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-648.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-644.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-640.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-636.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-632.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-628.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-624.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-620.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-616.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-612.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-608.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-604.4	nan	nan	0	-791.0	-381.0	1	-791.0	-381.0	nan	0	3.46	1	3.46
-600.4	nan	nan	0	-843.0	-350.0	1	-843.0	-350.0	nan	0	3.3964	1	3.3964
-596.4	nan	nan	0	-828.0	-431.0	1	-828.0	-431.0	nan	0	3.4254	1	3.4254
-592.4	nan	nan	0	-829.0	-403.0	1	-829.0	-403.0	nan	0	3.4124	1	3.4124
-588.4	nan	nan	0	-829.0	-380.0	1	-829.0	-380.0	nan	0	3.4136	1	3.4136
-584.4	nan	nan	0	-852.0	-410.0	1	-852.0	-410.0	nan	0	3.4795	1	3.4795
-580.4	nan	nan	0	-875.0	-375.0	1	-875.0	-375.0	nan	0	3.399	1	3.399
-576.4	nan	nan	0	nan	nan	0	nan	nan	nan	0	nan	0	nan
-572.4	nan	nan	0	-831.0	-442.0	1	-831.0	-442.0	nan	0	3.5213	1	3.5213
-568.4	nan	nan	0	-843.0	-418.0	1	-843.0	-418.0	nan	0	3.3976	1	3.3976
-564.4	nan	nan	0	-853.0	-371.0	1	-853.0	-371.0	nan	0	3.3687	1	3.3687
-560.4	nan	nan	0	-812.0	-404.0	1	-812.0	-404.0	nan	0	3.4255	1	3.4255
-556.4	nan	nan	0	-773.0	-434.0	1	-773.0	-434.0	nan	0	3.4554	1	3.4554
-552.4	nan	nan	0	-848.0	-414.0	1	-848.0	-414.0	nan	0	3.4759	1	3.4759
-548.4	nan	nan	0	-826.0	-433.0	1	-826.0	-433.0	nan	0	3.4691	1	3.4691
-544.4	nan	nan	0	-845.0	-406.0	1	-845.0	-406.0	nan	0	3.4692	1	3.4692
-540.4	nan	nan	0	-879.0	-374.0	1	-879.0	-374.0	nan	0	3.4249	1	3.4249
-536.4	nan	nan	0	-841.0	-416.0	1	-841.0	-416.0	nan	0	3.4762	1	3.4762
-532.4	nan	nan	0	-862.0	-389.0	1	-862.0	-389.0	nan	0	3.4152	1	3.4152
-528.4	nan	nan	0	-856.0	-355.0	1	-856.0	-355.0	nan	0	3.4111	1	3.4111
-524.4	nan	nan	0	-842.0	-406.0	1	-842.0	-406.0	nan	0	3.4996	1	3.4996
-520.5	nan	nan	0	-838.0	-445.0	1	-838.0	-445.0	nan	0	3.4691	1	3.4691
-516.5	nan	nan	0	-838.0	-399.0	1	-838.0	-399.0	nan	0	3.4904	1	3.4904
-512.5	nan	nan	0	-845.0	-441.0	1	-845.0	-441.0	nan	0	3.4675	1	3.4675
-508.5	nan	nan	0	-850.0	-416.0	1	-850.0	-416.0	nan	0	3.4842	1	3.4842
-504.5	nan	nan	0	-840.0	-395.0	1	-840.0	-395.0	nan	0	3.441	1	3.441
