cutoff,start,end,startT,endT,dur,xpos,ypos,flankdataloss,fracinterped,RMSxy,BCEA,fixRangeX,fixRangeY,participant,trial_num,phase,trial_type
0.9983948923703044,207,296,89.1,449.1,360.0,398.25,1083.5,0.0,0.0,0.5284510008122524,0.5781294295459058,1.951864732359207,1.6947328514496112,124_leap_voe_gaze,1.0,attn_getter,fam_shoe_1
0.9983948923703044,307,473,489.1,1157.1,667.9999999999999,894.0,638.5,0.0,0.0,0.3413887168599722,0.2437048184371804,0.9817762725639126,1.0986544002500926,124_leap_voe_gaze,1.0,attn_getter,fam_shoe_1
0.9983948923703044,509,1681,1297.1,5989.0,4691.9,993.5,572.5,0.0,0.0,0.3527105022884603,0.7467015956263278,1.2739715917793628,3.214148511369952,124_leap_voe_gaze,1.0,attn_getter,fam_shoe_1
0.9983948923703044,1690,1859,6021.0,6701.0,680.0,1236.0,646.75,0.0,0.0,0.3902500980569073,0.3237875256108598,0.9934640853325306,1.367474093928307,124_leap_voe_gaze,,inter_trial,
0.9983948923703044,1871,1926,6745.0,6969.0,224.0,1511.5,1199.5,0.0,0.0178571428571428,0.8093080866002204,0.8756760855505873,3.038831319840682,1.2622837790107448,124_leap_voe_gaze,,inter_trial,
0.9983948923703044,1933,2016,6993.0,7329.0,336.0,1556.0,1088.5,0.0,0.0,0.2294605908718593,0.1738265981761002,0.8765859576463506,0.8181468938032606,124_leap_voe_gaze,,inter_trial,
0.9983948923703044,2030,2196,7381.0,8049.0,668.0,1544.5,637.5,0.0,0.0,0.26060642846428,0.1796070409044052,0.9116493959522046,1.0402153364070026,124_leap_voe_gaze,,inter_trial,
0.9983948923703044,2202,2264,8069.0,8321.0,252.0,1541.5,724.0,0.0,0.0,0.3460072745122727,0.2873740658578049,0.7713956427287885,0.9934640853325306,124_leap_voe_gaze,1.0,movie,fam_shoe_1
0.9983948923703044,2269,2428,8337.0,8977.0,640.0,1567.5,659.5,0.0,0.0,0.4485936912938884,0.5452146248101162,1.0635909619442387,1.9869281706650612,124_leap_voe_gaze,1.0,movie,fam_shoe_1
0.9983948923703044,2435,2459,9001.0,9101.0,100.0,1567.5,535.5,0.0,0.0,0.8684249382072449,2.3675988351764494,1.951864732359207,2.4076894303353096,124_leap_voe_gaze,1.0,movie,fam_shoe_1
