device_time_stamp,left_gaze_point_on_display_area,right_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_point_validity,off_screen,gaze_event_tag,trial_type,event_info
-744.9,"(0.18802083333333333, 1.0296296296296297)","(0.1921875, 0.962037037037037)",1,1,1,,,
-740.9,"(0.19427083333333334, 1.0212962962962964)","(0.20208333333333334, 0.9629629629629629)",1,1,1,,,
-736.9,"(0.20677083333333332, 0.9962962962962963)","(0.22083333333333333, 0.9444444444444444)",1,1,1,,,
-732.9,"(0.23333333333333334, 0.9592592592592593)","(0.26197916666666665, 0.8944444444444445)",1,1,1,,,
-728.9,"(0.25885416666666666, 0.9481481481481482)","(0.275, 0.8694444444444445)",1,1,1,,,
-724.9,"(0.26614583333333336, 0.9296296296296296)","(0.3, 0.8527777777777777)",1,1,1,,,
-720.9,"(0.2890625, 0.9055555555555556)","(nan, nan)",1,0,1,,,
-716.8,"(0.30416666666666664, 0.8722222222222222)","(0.3145833333333333, 0.7962962962962963)",1,1,1,,,
-712.8,"(0.3125, 0.8481481481481481)","(0.33958333333333335, 0.7694444444444445)",1,1,1,,,
-708.8,"(0.315625, 0.8416666666666667)","(0.33541666666666664, 0.7675925925925926)",1,1,1,,,
-704.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-700.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-696.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-692.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-688.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-684.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-680.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-676.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-672.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-668.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-664.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-660.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-656.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-652.8,"(nan, nan)","(nan, nan)",0,0,1,,,
