device_time_stamp,left_gaze_point_on_display_area,right_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_point_validity,off_screen,gaze_event_tag,trial_type,event_info
-609.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-605.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-601.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-597.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-593.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-589.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-585.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-581.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-577.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-573.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-569.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-565.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-561.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-557.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-553.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-549.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-545.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-541.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-537.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-533.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-529.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-525.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-521.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-517.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-513.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-509.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-505.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-501.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-497.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-493.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-489.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-485.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-481.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-477.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-473.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-469.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-465.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-461.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-457.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-453.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-449.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-445.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-441.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-437.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-433.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-429.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-425.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-421.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-417.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-413.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-409.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-405.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-401.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-397.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-393.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-389.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-385.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-381.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-377.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-373.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-369.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-365.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-361.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-357.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-353.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-349.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-345.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-341.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-337.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-333.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-329.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-325.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-321.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-317.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-313.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-309.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-305.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-301.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-297.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-293.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-289.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-285.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-281.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-277.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-273.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-269.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-265.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-261.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-257.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-253.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-249.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-245.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-241.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-237.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-233.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-229.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-225.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-221.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-217.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-213.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-209.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-205.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-201.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-197.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-193.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-189.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-185.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-181.2,"(nan, nan)","(nan, nan)",0,0,1,,,
-177.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-173.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-169.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-165.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-161.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-157.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-153.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-149.3,"(nan, nan)","(nan, nan)",0,0,1,,,
-145.3,"(nan, nan)","(nan, nan)",0,0,1,,,
