device_time_stamp,left_gaze_point_on_display_area,right_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_point_validity,off_screen,gaze_event_tag,trial_type,event_info
-743.7,"(0.5286458333333334, -0.1398148148148148)","(0.5375, -0.09722222222222222)",1,1,1,,,
-739.7,"(0.5270833333333333, -0.1398148148148148)","(0.5390625, -0.09537037037037037)",1,1,1,,,
-735.7,"(0.528125, -0.13796296296296295)","(0.5416666666666666, -0.09166666666666666)",1,1,1,,,
-731.7,"(0.5260416666666666, -0.14722222222222223)","(0.5411458333333333, -0.09537037037037037)",1,1,1,,,
-727.6,"(0.5270833333333333, -0.14351851851851852)","(0.5421875, -0.10833333333333334)",1,1,1,,,
-723.6,"(0.5239583333333333, -0.1537037037037037)","(0.5416666666666666, -0.09722222222222222)",1,1,1,,,
-719.6,"(0.5229166666666667, -0.15925925925925927)","(0.5359375, -0.10555555555555556)",1,1,1,,,
-715.6,"(0.5229166666666667, -0.14166666666666666)","(0.5265625, -0.10277777777777777)",1,1,1,,,
-711.6,"(0.5255208333333333, -0.15462962962962962)","(0.5328125, -0.08703703703703704)",1,1,1,,,
-707.6,"(0.5270833333333333, -0.14166666666666666)","(0.5296875, -0.10648148148148148)",1,1,1,,,
-703.6,"(0.525, -0.13703703703703704)","(0.5307291666666667, -0.1037037037037037)",1,1,1,,,
-699.6,"(0.5223958333333333, -0.13148148148148148)","(0.525, -0.10740740740740741)",1,1,1,,,
-695.6,"(0.5265625, -0.14814814814814814)","(0.5260416666666666, -0.1111111111111111)",1,1,1,,,
-691.6,"(0.5229166666666667, -0.13796296296296295)","(0.528125, -0.11481481481481481)",1,1,1,,,
-687.5,"(0.5260416666666666, -0.1398148148148148)","(0.5197916666666667, -0.14629629629629629)",1,1,1,,,
-683.5,"(0.5291666666666667, -0.14907407407407408)","(0.5276041666666667, -0.125)",1,1,1,,,
-679.5,"(0.5244791666666667, -0.14537037037037037)","(0.5239583333333333, -0.10462962962962963)",1,1,1,,,
-675.5,"(0.528125, -0.16203703703703703)","(0.5197916666666667, -0.1175925925925926)",1,1,1,,,
-671.5,"(0.5359375, -0.16296296296296298)","(0.5213541666666667, -0.11944444444444445)",1,1,1,,,
-667.5,"(0.5255208333333333, -0.14907407407407408)","(0.5171875, -0.1361111111111111)",1,1,1,,,
-663.5,"(0.5239583333333333, -0.15833333333333333)","(0.5276041666666667, -0.10740740740740741)",1,1,1,,,
-659.5,"(0.5364583333333334, -0.15648148148148147)","(0.5192708333333333, -0.1361111111111111)",1,1,1,,,
-655.5,"(0.528125, -0.16018518518518518)","(0.5255208333333333, -0.10925925925925926)",1,1,1,,,
-651.5,"(0.5270833333333333, -0.14814814814814814)","(0.5197916666666667, -0.11666666666666667)",1,1,1,,,
-647.5,"(0.5260416666666666, -0.14722222222222223)","(0.525, -0.11851851851851852)",1,1,1,,,
-643.5,"(0.5302083333333333, -0.1527777777777778)","(0.5234375, -0.1398148148148148)",1,1,1,,,
-639.5,"(0.53125, -0.1527777777777778)","(0.5260416666666666, -0.13425925925925927)",1,1,1,,,
-635.5,"(0.5265625, -0.1527777777777778)","(0.53125, -0.11481481481481481)",1,1,1,,,
