device_time_stamp,left_gaze_point_on_display_area,right_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_point_validity,off_screen,gaze_event_tag,trial_type,event_info
-739.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-735.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-731.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-727.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-723.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-719.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-715.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-711.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-707.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-703.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-699.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-695.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-691.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-687.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-683.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-679.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-675.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-671.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-667.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-663.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-659.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-655.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-651.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-647.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-643.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-639.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-635.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-631.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-627.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-623.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-619.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-615.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-611.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-607.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-603.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-599.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-595.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-591.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-587.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-583.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-579.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-575.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-571.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-567.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-563.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-559.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-555.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-551.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-547.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-543.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-539.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-535.7,"(nan, nan)","(nan, nan)",0,0,1,,,
-531.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-527.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-523.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-519.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-515.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-511.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-507.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-503.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-499.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-495.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-491.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-487.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-483.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-479.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-475.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-471.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-467.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-463.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-459.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-455.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-451.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-447.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-443.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-439.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-435.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-431.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-427.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-423.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-419.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-415.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-411.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-407.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-403.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-399.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-395.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-391.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-387.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-383.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-379.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-375.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-371.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-367.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-363.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-359.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-355.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-351.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-347.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-343.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-339.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-335.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-331.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-327.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-323.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-319.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-315.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-311.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-307.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-303.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-299.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-295.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-291.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-287.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-283.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-279.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-275.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-271.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-267.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-263.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-259.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-255.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-251.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-247.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-243.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-239.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-235.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-231.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-227.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-223.8,"(nan, nan)","(nan, nan)",0,0,1,,,
-219.9,"(nan, nan)","(nan, nan)",0,0,1,,,
-215.9,"(nan, nan)","(nan, nan)",0,0,1,,,
-211.9,"(nan, nan)","(nan, nan)",0,0,1,,,
-207.9,"(nan, nan)","(nan, nan)",0,0,1,,,
-203.9,"(nan, nan)","(nan, nan)",0,0,1,,,
-199.9,"(nan, nan)","(nan, nan)",0,0,1,,,
