device_time_stamp,left_gaze_point_on_display_area,right_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_point_validity,off_screen,gaze_event_tag,trial_type,event_info
-742.6,"(0.184375, 1.0666666666666667)","(0.171875, 1.0212962962962964)",1,1,1,,,
-738.6,"(0.18229166666666666, 1.0629629629629629)","(0.171875, 1.0064814814814815)",1,1,1,,,
-734.6,"(0.17760416666666667, 1.0694444444444444)","(0.17083333333333334, 1.0138888888888888)",1,1,1,,,
-730.6,"(0.1890625, 1.0685185185185184)","(0.17291666666666666, 1.012962962962963)",1,1,1,,,
-726.6,"(0.18958333333333333, 1.0620370370370371)","(0.171875, 1.010185185185185)",1,1,1,,,
-722.6,"(0.17916666666666667, 1.0740740740740742)","(0.171875, 1.012037037037037)",1,1,1,,,
-718.6,"(0.18541666666666667, 1.0648148148148149)","(0.17447916666666666, 1.010185185185185)",1,1,1,,,
-714.6,"(0.17864583333333334, 1.0592592592592593)","(0.1703125, 1.0092592592592593)",1,1,1,,,
-710.6,"(0.1890625, 1.0518518518518518)","(0.17135416666666667, 1.0166666666666666)",1,1,1,,,
-706.6,"(0.18854166666666666, 1.0416666666666667)","(0.16822916666666668, 1.012962962962963)",1,1,1,,,
-702.6,"(0.1953125, 1.0398148148148147)","(0.16927083333333334, 1.011111111111111)",1,1,1,,,
-698.6,"(0.18333333333333332, 1.049074074074074)","(0.1734375, 1.0157407407407408)",1,1,1,,,
-694.6,"(0.184375, 1.0546296296296296)","(0.17395833333333333, 1.0138888888888888)",1,1,1,,,
-690.6,"(0.184375, 1.0620370370370371)","(0.17135416666666667, 1.0185185185185186)",1,1,1,,,
-686.6,"(0.190625, 1.0611111111111111)","(0.17083333333333334, 1.0222222222222221)",1,1,1,,,
-682.6,"(0.18072916666666666, 1.0722222222222222)","(0.171875, 1.026851851851852)",1,1,1,,,
-678.6,"(0.18645833333333334, 1.0694444444444444)","(0.17083333333333334, 1.0314814814814814)",1,1,1,,,
-674.6,"(0.18697916666666667, 1.0648148148148149)","(0.1703125, 1.0212962962962964)",1,1,1,,,
-670.6,"(0.18958333333333333, 1.0675925925925926)","(0.17239583333333333, 1.0212962962962964)",1,1,1,,,
-666.6,"(0.19010416666666666, 1.0592592592592593)","(0.17447916666666666, 1.0222222222222221)",1,1,1,,,
-662.6,"(0.1890625, 1.05)","(0.1765625, 1.0212962962962964)",1,1,1,,,
-658.6,"(0.18385416666666668, 1.05)","(0.1703125, 1.0175925925925926)",1,1,1,,,
-654.6,"(0.1828125, 1.0435185185185185)","(0.17291666666666666, 1.0148148148148148)",1,1,1,,,
-650.6,"(0.18229166666666666, 1.0407407407407407)","(0.17239583333333333, 1.0083333333333333)",1,1,1,,,
-646.6,"(0.18541666666666667, 1.048148148148148)","(0.1734375, 1.0018518518518518)",1,1,1,,,
-642.6,"(0.1828125, 1.0574074074074074)","(0.18125, 1.0027777777777778)",1,1,1,,,
-638.6,"(0.19635416666666666, 1.0537037037037038)","(0.16822916666666668, 1.010185185185185)",1,1,1,,,
-634.6,"(0.18697916666666667, 1.0592592592592593)","(0.17135416666666667, 1.0092592592592593)",1,1,1,,,
-630.6,"(0.18697916666666667, 1.0555555555555556)","(0.17135416666666667, 1.0074074074074073)",1,1,1,,,
-626.6,"(0.18645833333333334, 1.0611111111111111)","(0.17135416666666667, 1.011111111111111)",1,1,1,,,
-622.6,"(0.18541666666666667, 1.0601851851851851)","(0.17135416666666667, 1.0166666666666666)",1,1,1,,,
-618.6,"(0.18072916666666666, 1.0638888888888889)","(0.17395833333333333, 1.025925925925926)",1,1,1,,,
-614.6,"(0.18697916666666667, 1.0620370370370371)","(0.17447916666666666, 1.0185185185185186)",1,1,1,,,
-610.6,"(0.1890625, 1.0574074074074074)","(0.17239583333333333, 1.026851851851852)",1,1,1,,,
-606.6,"(0.184375, 1.0546296296296296)","(0.17083333333333334, 1.0212962962962964)",1,1,1,,,
-602.6,"(0.18489583333333334, 1.0611111111111111)","(0.16927083333333334, 1.025925925925926)",1,1,1,,,
-598.6,"(0.18645833333333334, 1.0657407407407407)","(0.17291666666666666, 1.0240740740740741)",1,1,1,,,
-594.6,"(0.19427083333333334, 1.0620370370370371)","(0.17135416666666667, 1.0212962962962964)",1,1,1,,,
-590.6,"(0.184375, 1.0611111111111111)","(0.17395833333333333, 1.012037037037037)",1,1,1,,,
-586.6,"(0.19166666666666668, 1.0564814814814816)","(0.17135416666666667, 1.012962962962963)",1,1,1,,,
-582.6,"(0.17760416666666667, 1.0564814814814816)","(0.17604166666666668, 1.0148148148148148)",1,1,1,,,
-578.6,"(0.18020833333333333, 1.0537037037037038)","(0.17135416666666667, 1.0157407407407408)",1,1,1,,,
-574.6,"(0.18385416666666668, 1.0546296296296296)","(0.1765625, 1.0194444444444444)",1,1,1,,,
-570.6,"(0.18333333333333332, 1.0583333333333333)","(0.17604166666666668, 1.0277777777777777)",1,1,1,,,
