device_time_stamp,left_gaze_point_on_display_area,right_gaze_point_on_display_area,left_gaze_point_validity,right_gaze_point_validity,off_screen,gaze_event_tag,trial_type,event_info
-742.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-738.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-734.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-730.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-726.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-722.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-718.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-714.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-710.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-706.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-702.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-698.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-694.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-690.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-686.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-682.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-678.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-674.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-670.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-666.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-662.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-658.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-654.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-650.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-646.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-642.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-638.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-634.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-630.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-626.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-622.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-618.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-614.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-610.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-606.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-602.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-598.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-594.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-590.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-586.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-582.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-578.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-574.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-570.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-566.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-562.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-558.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-554.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-550.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-546.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-542.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-538.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-534.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-530.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-526.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-522.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-518.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-514.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-510.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-506.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-502.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-498.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-494.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-490.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-486.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-482.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-478.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-474.0,"(nan, nan)","(nan, nan)",0,0,1,,,
-470.0,"(nan, nan)","(nan, nan)",0,0,1,,,
