trialNum,trialType,event,time
1,Fam.FAM_DUCK.DUCK_FAM_MOV,startAttnGetter,0.02314840001054108
1,Fam.FAM_DUCK.DUCK_FAM_MOV,endAttnGetter,5.2045219000428915
1,Fam.FAM_DUCK.DUCK_FAM_MOV,startTrial,6.063609899953008
1,DUCK_FAM_MOV,startMoviePlayback,6.472467200132087
1,DUCK_FAM_MOV,endMoviePlayback,23.751190199982375
1,Fam.FAM_DUCK.DUCK_FAM_MOV,endTrial,23.75138480006717
2,Fam.FAM_DUCK.DUCK_FAM_STILL,startTrial,23.861547800013795
2,Fam.FAM_DUCK.DUCK_FAM_STILL,endTrial,29.5932194001507
3,Fam.FAM_SHOE.SHOE_FAM_MOV,startAttnGetter,31.555741799995303
3,Fam.FAM_SHOE.SHOE_FAM_MOV,endAttnGetter,36.968968000030145
3,Fam.FAM_SHOE.SHOE_FAM_MOV,startTrial,37.66145660006441
3,SHOE_FAM_MOV,startMoviePlayback,37.78494379995391
3,SHOE_FAM_MOV,endMoviePlayback,52.14578399993479
3,Fam.FAM_SHOE.SHOE_FAM_MOV,endTrial,52.145947500132024
4,Fam.FAM_SHOE.SHOE_FAM_STILL,startTrial,52.26416669995524
4,Fam.FAM_SHOE.SHOE_FAM_STILL,endTrial,64.39266550005414
5,Test.EXP_DUCK.EXP_DUCK_MOV,startAttnGetter,112.13565080007538
5,Test.EXP_DUCK.EXP_DUCK_MOV,endAttnGetter,117.75049430015497
5,Test.EXP_DUCK.EXP_DUCK_MOV,startTrial,118.80941530014388
5,EXP_DUCK_MOV,startMoviePlayback,118.92925849999301
5,EXP_DUCK_MOV,endMoviePlayback,132.2268920999486
5,Test.EXP_DUCK.EXP_DUCK_MOV,endTrial,132.22706679999828
6,Test.EXP_DUCK.EXP_DUCK_STILL,startTrial,132.34575580013916
6,Test.EXP_DUCK.EXP_DUCK_STILL,endTrial,137.93213490000926
7,Test.SUR_SHOE.SUR_SHOE_MOV,startAttnGetter,139.39660710003227
7,Test.SUR_SHOE.SUR_SHOE_MOV,endAttnGetter,144.910728600109
7,Test.SUR_SHOE.SUR_SHOE_MOV,startTrial,145.6695175000932
7,SUR_SHOE_MOV,startMoviePlayback,145.78628670005128
7,SUR_SHOE_MOV,endMoviePlayback,158.98819099995308
7,Test.SUR_SHOE.SUR_SHOE_MOV,endTrial,158.98868430010043
8,Test.SUR_SHOE.SUR_SHOE_STILL,startTrial,159.10973010002635
8,Test.SUR_SHOE.SUR_SHOE_STILL,endTrial,167.62951959995553
9,Test.EXP_DUCK.EXP_DUCK_MOV,startAttnGetter,170.79431420005858
9,Test.EXP_DUCK.EXP_DUCK_MOV,endAttnGetter,176.24315240001306
9,Test.EXP_DUCK.EXP_DUCK_MOV,startTrial,176.93432500003837
9,EXP_DUCK_MOV,startMoviePlayback,177.1773467999883
9,EXP_DUCK_MOV,endMoviePlayback,190.384102600161
9,Test.EXP_DUCK.EXP_DUCK_MOV,endTrial,190.38430829998106
10,Test.EXP_DUCK.EXP_DUCK_STILL,startTrial,190.49364060000516
10,Test.EXP_DUCK.EXP_DUCK_STILL,endTrial,200.16143680014648
11,Test.SUR_SHOE.SUR_SHOE_MOV,startAttnGetter,204.12788990000263
11,Test.SUR_SHOE.SUR_SHOE_MOV,endAttnGetter,209.7417693999596
11,Test.SUR_SHOE.SUR_SHOE_MOV,startTrial,211.80211189994588
11,SUR_SHOE_MOV,startMoviePlayback,212.24399350001477
11,SUR_SHOE_MOV,endMoviePlayback,225.0925221000798
11,Test.SUR_SHOE.SUR_SHOE_MOV,endTrial,225.09267739998177
12,Test.SUR_SHOE.SUR_SHOE_STILL,startTrial,225.20677749998868
12,Test.SUR_SHOE.SUR_SHOE_STILL,endTrial,242.0026595001109
