trialNum,trialType,event,time
1,Fam.FAM_SHOE.SHOE_FAM_MOV,startAttnGetter,0.026818000013008714
1,Fam.FAM_SHOE.SHOE_FAM_MOV,endAttnGetter,5.540002700174227
1,Fam.FAM_SHOE.SHOE_FAM_MOV,startTrial,6.33303610002622
1,SHOE_FAM_MOV,startMoviePlayback,6.457110200077295
1,SHOE_FAM_MOV,endMoviePlayback,20.7570855000522
1,Fam.FAM_SHOE.SHOE_FAM_MOV,endTrial,20.757239900063723
2,Fam.FAM_SHOE.SHOE_FAM_STILL,startTrial,20.870753800030798
2,Fam.FAM_SHOE.SHOE_FAM_STILL,endTrial,43.609209100017324
3,Fam.FAM_DUCK.DUCK_FAM_MOV,startAttnGetter,44.60440980014391
3,Fam.FAM_DUCK.DUCK_FAM_MOV,endAttnGetter,49.9198708999902
3,Fam.FAM_DUCK.DUCK_FAM_MOV,startTrial,50.67769220005721
3,DUCK_FAM_MOV,startMoviePlayback,50.789959399960935
3,DUCK_FAM_MOV,endMoviePlayback,68.2669466000516
3,Fam.FAM_DUCK.DUCK_FAM_MOV,endTrial,68.26714340015315
4,Fam.FAM_DUCK.DUCK_FAM_STILL,startTrial,68.37575090001337
4,Fam.FAM_DUCK.DUCK_FAM_STILL,endTrial,98.46376950014383
5,Test.SUR_SHOE.SUR_SHOE_MOV,startAttnGetter,101.49497140012681
5,Test.SUR_SHOE.SUR_SHOE_MOV,endAttnGetter,106.9423240001779
5,Test.SUR_SHOE.SUR_SHOE_MOV,startTrial,108.26803559996188
5,SUR_SHOE_MOV,startMoviePlayback,108.38410260016099
5,SUR_SHOE_MOV,endMoviePlayback,121.58841840014793
5,Test.SUR_SHOE.SUR_SHOE_MOV,endTrial,121.58859420008957
6,Test.SUR_SHOE.SUR_SHOE_STILL,startTrial,121.69653509999625
6,Test.SUR_SHOE.SUR_SHOE_STILL,endTrial,142.97542040003464
7,Test.EXP_DUCK.EXP_DUCK_MOV,startAttnGetter,143.9710028001573
7,Test.EXP_DUCK.EXP_DUCK_MOV,endAttnGetter,149.48480019997805
7,Test.EXP_DUCK.EXP_DUCK_MOV,startTrial,150.3772164999973
7,EXP_DUCK_MOV,startMoviePlayback,150.48768330016173
7,EXP_DUCK_MOV,endMoviePlayback,163.76219890010543
7,Test.EXP_DUCK.EXP_DUCK_MOV,endTrial,163.76237070001662
8,Test.EXP_DUCK.EXP_DUCK_STILL,startTrial,163.8874678001739
8,Test.EXP_DUCK.EXP_DUCK_STILL,endTrial,185.92693740013056
9,Test.SUR_SHOE.SUR_SHOE_MOV,startAttnGetter,186.81311390013434
9,Test.SUR_SHOE.SUR_SHOE_MOV,endAttnGetter,192.42742320010439
9,Test.SUR_SHOE.SUR_SHOE_MOV,startTrial,193.0526992001105
9,SUR_SHOE_MOV,startMoviePlayback,193.3052384001203
9,SUR_SHOE_MOV,endMoviePlayback,206.3045080001466
9,Test.SUR_SHOE.SUR_SHOE_MOV,endTrial,206.3046629000455
10,Test.SUR_SHOE.SUR_SHOE_STILL,startTrial,206.44040099997073
10,Test.SUR_SHOE.SUR_SHOE_STILL,endTrial,219.39105980005115
11,Test.EXP_DUCK.EXP_DUCK_MOV,startAttnGetter,220.04634470003657
11,Test.EXP_DUCK.EXP_DUCK_MOV,endAttnGetter,225.46004549995996
11,Test.EXP_DUCK.EXP_DUCK_MOV,startTrial,226.1191215000581
11,EXP_DUCK_MOV,startMoviePlayback,226.37534549995326
11,EXP_DUCK_MOV,endMoviePlayback,239.53780160006136
11,Test.EXP_DUCK.EXP_DUCK_MOV,endTrial,239.5379989000503
12,Test.EXP_DUCK.EXP_DUCK_STILL,startTrial,239.6571403001435
12,Test.EXP_DUCK.EXP_DUCK_STILL,endTrial,246.7119072000496
