trialNum,trialType,event,time
1,Fam.FAM_DUCK.DUCK_FAM_MOV,startAttnGetter,0.024446800001896918
1,Fam.FAM_DUCK.DUCK_FAM_MOV,endAttnGetter,3.0609110000077635
1,Fam.FAM_DUCK.DUCK_FAM_MOV,startTrial,5.897785200038925
1,DUCK_FAM_MOV,startMoviePlayback,6.024460999993607
1,DUCK_FAM_MOV,endMoviePlayback,22.85146849998273
1,Fam.FAM_DUCK.DUCK_FAM_MOV,endTrial,22.851682399981655
2,Fam.FAM_DUCK.DUCK_FAM_STILL,startTrial,22.992689199978486
2,Fam.FAM_DUCK.DUCK_FAM_STILL,endTrial,38.80380090000108
3,Fam.FAM_SHOE.SHOE_FAM_MOV,startAttnGetter,40.732530800043605
3,Fam.FAM_SHOE.SHOE_FAM_MOV,endAttnGetter,44.13572899997234
3,Fam.FAM_SHOE.SHOE_FAM_MOV,startTrial,45.4384379000403
3,SHOE_FAM_MOV,startMoviePlayback,45.57179770001676
3,SHOE_FAM_MOV,endMoviePlayback,59.55470990005415
3,Fam.FAM_SHOE.SHOE_FAM_MOV,endTrial,59.554882399970666
4,Fam.FAM_SHOE.SHOE_FAM_STILL,startTrial,59.68704129999969
4,Fam.FAM_SHOE.SHOE_FAM_STILL,endTrial,86.04847310006153
5,Test.EXP_DUCK.EXP_DUCK_MOV,startAttnGetter,88.24713759997394
5,Test.EXP_DUCK.EXP_DUCK_MOV,endAttnGetter,90.51602750003804
5,Test.EXP_DUCK.EXP_DUCK_MOV,startTrial,91.65040549996775
5,EXP_DUCK_MOV,startMoviePlayback,91.77706430002581
5,EXP_DUCK_MOV,endMoviePlayback,105.46938150003552
5,Test.EXP_DUCK.EXP_DUCK_MOV,endTrial,105.46956560004037
6,Test.EXP_DUCK.EXP_DUCK_STILL,startTrial,105.60016919998452
6,Test.EXP_DUCK.EXP_DUCK_STILL,endTrial,121.61989900004119
7,Test.SUR_SHOE.SUR_SHOE_MOV,startAttnGetter,123.28167329996359
7,Test.SUR_SHOE.SUR_SHOE_MOV,endAttnGetter,126.35087970003951
7,Test.SUR_SHOE.SUR_SHOE_MOV,startTrial,128.0532041999977
7,SUR_SHOE_MOV,startMoviePlayback,128.17242289998103
7,SUR_SHOE_MOV,endMoviePlayback,143.3384971000487
7,Test.SUR_SHOE.SUR_SHOE_MOV,endTrial,143.33871010004077
8,Test.SUR_SHOE.SUR_SHOE_STILL,startTrial,143.4604616999859
8,Test.SUR_SHOE.SUR_SHOE_STILL,endTrial,158.9209986999631
9,Test.EXP_DUCK.EXP_DUCK_MOV,startAttnGetter,160.61890150001273
9,Test.EXP_DUCK.EXP_DUCK_MOV,endAttnGetter,163.08804940001573
9,Test.EXP_DUCK.EXP_DUCK_MOV,startTrial,164.32264590007253
9,EXP_DUCK_MOV,startMoviePlayback,164.7340336999623
9,EXP_DUCK_MOV,endMoviePlayback,178.04019199998584
9,Test.EXP_DUCK.EXP_DUCK_MOV,endTrial,178.040328699979
10,Test.EXP_DUCK.EXP_DUCK_STILL,startTrial,178.1653838000493
10,Test.EXP_DUCK.EXP_DUCK_STILL,endTrial,191.65364030003548
11,Test.SUR_SHOE.SUR_SHOE_MOV,startAttnGetter,192.98708820005413
11,Test.SUR_SHOE.SUR_SHOE_MOV,endAttnGetter,207.89921659999527
11,Test.SUR_SHOE.SUR_SHOE_MOV,startTrial,211.56994040007703
11,SUR_SHOE_MOV,startMoviePlayback,211.83766640000977
11,SUR_SHOE_MOV,endMoviePlayback,226.95536650007125
11,Test.SUR_SHOE.SUR_SHOE_MOV,endTrial,226.95552459999453
12,Test.SUR_SHOE.SUR_SHOE_STILL,startTrial,227.09287459996995
12,Test.SUR_SHOE.SUR_SHOE_STILL,endTrial,243.17212120001204
