trialNum,trialType,event,time
1,Fam.FAM_DUCK.DUCK_FAM_MOV,startAttnGetter,0.025029199896380305
1,Fam.FAM_DUCK.DUCK_FAM_MOV,endAttnGetter,5.5753844999708235
1,Fam.FAM_DUCK.DUCK_FAM_MOV,startTrial,7.032794400118291
1,DUCK_FAM_MOV,startMoviePlayback,7.166786399902776
1,DUCK_FAM_MOV,endMoviePlayback,24.420366599923
1,Fam.FAM_DUCK.DUCK_FAM_MOV,endTrial,24.420631400076672
2,Fam.FAM_DUCK.DUCK_FAM_STILL,startTrial,24.550712800119072
2,Fam.FAM_DUCK.DUCK_FAM_STILL,endTrial,42.11138390004635
3,Fam.FAM_SHOE.SHOE_FAM_MOV,startAttnGetter,43.33578979992308
3,Fam.FAM_SHOE.SHOE_FAM_MOV,endAttnGetter,48.81595359998755
3,Fam.FAM_SHOE.SHOE_FAM_MOV,startTrial,49.70917079993524
3,SHOE_FAM_MOV,startMoviePlayback,49.819727800088
3,SHOE_FAM_MOV,endMoviePlayback,64.2262677999679
3,Fam.FAM_SHOE.SHOE_FAM_MOV,endTrial,64.22640240006149
4,Fam.FAM_SHOE.SHOE_FAM_STILL,startTrial,64.33337719994597
4,Fam.FAM_SHOE.SHOE_FAM_STILL,endTrial,94.42397830006666
5,Test.EXP_DUCK.EXP_DUCK_MOV,startAttnGetter,96.3883372999262
5,Test.EXP_DUCK.EXP_DUCK_MOV,endAttnGetter,101.97864710004069
5,Test.EXP_DUCK.EXP_DUCK_MOV,startTrial,103.02841049991548
5,EXP_DUCK_MOV,startMoviePlayback,103.14947640011087
5,EXP_DUCK_MOV,endMoviePlayback,116.37866619997658
5,Test.EXP_DUCK.EXP_DUCK_MOV,endTrial,116.37883140007034
6,Test.EXP_DUCK.EXP_DUCK_STILL,startTrial,116.4954969000537
6,Test.EXP_DUCK.EXP_DUCK_STILL,endTrial,146.57708039996214
7,Test.SUR_SHOE.SUR_SHOE_MOV,startAttnGetter,148.20648679998703
7,Test.SUR_SHOE.SUR_SHOE_MOV,endAttnGetter,153.7874372000806
7,Test.SUR_SHOE.SUR_SHOE_MOV,startTrial,154.68024190003052
7,SUR_SHOE_MOV,startMoviePlayback,154.7900819000788
7,SUR_SHOE_MOV,endMoviePlayback,167.8638844001107
7,Test.SUR_SHOE.SUR_SHOE_MOV,endTrial,167.8640550998971
8,Test.SUR_SHOE.SUR_SHOE_STILL,startTrial,168.00582690001465
8,Test.SUR_SHOE.SUR_SHOE_STILL,endTrial,198.09452560008503
9,Test.EXP_DUCK.EXP_DUCK_MOV,startAttnGetter,199.59442310011946
9,Test.EXP_DUCK.EXP_DUCK_MOV,endAttnGetter,205.00797739997506
9,Test.EXP_DUCK.EXP_DUCK_MOV,startTrial,205.76411290001124
9,EXP_DUCK_MOV,startMoviePlayback,206.00003729993477
9,EXP_DUCK_MOV,endMoviePlayback,219.24791159993038
9,Test.EXP_DUCK.EXP_DUCK_MOV,endTrial,219.24807809991762
10,Test.EXP_DUCK.EXP_DUCK_STILL,startTrial,219.38198009994812
10,Test.EXP_DUCK.EXP_DUCK_STILL,endTrial,237.8671552001033
11,Test.SUR_SHOE.SUR_SHOE_MOV,startAttnGetter,239.33183469995856
11,Test.SUR_SHOE.SUR_SHOE_MOV,endAttnGetter,244.78032890008762
11,Test.SUR_SHOE.SUR_SHOE_MOV,startTrial,245.3702185000293
11,SUR_SHOE_MOV,startMoviePlayback,245.78182550007477
11,SUR_SHOE_MOV,endMoviePlayback,258.6871174001135
11,Test.SUR_SHOE.SUR_SHOE_MOV,endTrial,258.6872368999757
12,Test.SUR_SHOE.SUR_SHOE_STILL,startTrial,258.81775750010274
12,Test.SUR_SHOE.SUR_SHOE_STILL,endTrial,274.24211110011674
