trialNum,trialType,event,time
1,Fam.FAM_SHOE.SHOE_FAM_MOV,startAttnGetter,0.025045700022019446
1,Fam.FAM_SHOE.SHOE_FAM_MOV,endAttnGetter,5.272696000058204
1,Fam.FAM_SHOE.SHOE_FAM_MOV,startTrial,5.731269999989308
1,SHOE_FAM_MOV,startMoviePlayback,5.854447299963795
1,SHOE_FAM_MOV,endMoviePlayback,20.083679000032134
1,Fam.FAM_SHOE.SHOE_FAM_MOV,endTrial,20.083889900008217
2,Fam.FAM_SHOE.SHOE_FAM_STILL,startTrial,20.198989400058053
2,Fam.FAM_SHOE.SHOE_FAM_STILL,endTrial,50.28120820003096
3,Fam.FAM_DUCK.DUCK_FAM_MOV,startAttnGetter,51.84384129999671
3,Fam.FAM_DUCK.DUCK_FAM_MOV,endAttnGetter,57.257837699959055
3,Fam.FAM_DUCK.DUCK_FAM_MOV,startTrial,58.01675680000335
3,DUCK_FAM_MOV,startMoviePlayback,58.16048750001937
3,DUCK_FAM_MOV,endMoviePlayback,75.64530149998609
3,Fam.FAM_DUCK.DUCK_FAM_MOV,endTrial,75.64555690006819
4,Fam.FAM_DUCK.DUCK_FAM_STILL,startTrial,75.78682280005887
4,Fam.FAM_DUCK.DUCK_FAM_STILL,endTrial,105.87544980004895
5,Test.EXP_SHOE.EXP_SHOE_MOV,startAttnGetter,114.50624010001775
5,Test.EXP_SHOE.EXP_SHOE_MOV,endAttnGetter,120.05450129997917
5,Test.EXP_SHOE.EXP_SHOE_MOV,startTrial,121.28010309999809
5,EXP_SHOE_MOV,startMoviePlayback,121.41427850001492
5,EXP_SHOE_MOV,endMoviePlayback,133.4304954999825
5,Test.EXP_SHOE.EXP_SHOE_MOV,endTrial,133.4306906000711
6,Test.EXP_SHOE.EXP_SHOE_STILL,startTrial,133.56591540004592
6,Test.EXP_SHOE.EXP_SHOE_STILL,endTrial,163.6607503000414
7,Test.SUR_DUCK.SUR_DUCK_MOV,startAttnGetter,164.423408200033
7,Test.SUR_DUCK.SUR_DUCK_MOV,endAttnGetter,170.03773790004198
7,Test.SUR_DUCK.SUR_DUCK_MOV,startTrial,173.66577820002567
7,SUR_DUCK_MOV,startMoviePlayback,173.81557069998235
7,SUR_DUCK_MOV,endMoviePlayback,187.05082910007332
7,Test.SUR_DUCK.SUR_DUCK_MOV,endTrial,187.0510731000686
8,Test.SUR_DUCK.SUR_DUCK_STILL,startTrial,187.16441470000427
8,Test.SUR_DUCK.SUR_DUCK_STILL,endTrial,217.24811190005857
9,Test.EXP_SHOE.EXP_SHOE_MOV,startAttnGetter,218.24369350005873
9,Test.EXP_SHOE.EXP_SHOE_MOV,endAttnGetter,234.37188330001663
9,Test.EXP_SHOE.EXP_SHOE_MOV,startTrial,235.92739530000836
9,EXP_SHOE_MOV,startMoviePlayback,236.18886110000312
9,EXP_SHOE_MOV,endMoviePlayback,248.01128119998612
9,Test.EXP_SHOE.EXP_SHOE_MOV,endTrial,248.01143890002277
10,Test.EXP_SHOE.EXP_SHOE_STILL,startTrial,248.14806490007322
10,Test.EXP_SHOE.EXP_SHOE_STILL,endTrial,276.71193890005816
11,Test.SUR_DUCK.SUR_DUCK_MOV,startAttnGetter,278.2699374000076
11,Test.SUR_DUCK.SUR_DUCK_MOV,endAttnGetter,283.7505847000284
11,Test.SUR_DUCK.SUR_DUCK_MOV,startTrial,284.47653600003105
11,SUR_DUCK_MOV,startMoviePlayback,284.9178638999583
11,SUR_DUCK_MOV,endMoviePlayback,297.9614739000099
11,Test.SUR_DUCK.SUR_DUCK_MOV,endTrial,297.9616514999652
12,Test.SUR_DUCK.SUR_DUCK_STILL,startTrial,298.08522330003325
12,Test.SUR_DUCK.SUR_DUCK_STILL,endTrial,328.1924606000539
