trialNum,trialType,event,time
1,Fam.FAM_SHOE.SHOE_FAM_MOV,startAttnGetter,0.028419099980965257
1,Fam.FAM_SHOE.SHOE_FAM_MOV,endAttnGetter,5.308842199970968
1,Fam.FAM_SHOE.SHOE_FAM_MOV,startTrial,6.168573400005698
1,SHOE_FAM_MOV,startMoviePlayback,21.02482200000668
1,SHOE_FAM_MOV,endMoviePlayback,35.10373239999171
1,Fam.FAM_SHOE.SHOE_FAM_MOV,endTrial,35.1039032000117
2,Fam.FAM_SHOE.SHOE_FAM_STILL,startTrial,35.20939370000269
2,Fam.FAM_SHOE.SHOE_FAM_STILL,endTrial,51.21875549998367
3,Fam.FAM_DUCK.DUCK_FAM_MOV,startAttnGetter,52.14797270001145
3,Fam.FAM_DUCK.DUCK_FAM_MOV,endAttnGetter,57.69782900001155
3,Fam.FAM_DUCK.DUCK_FAM_MOV,startTrial,58.65549159998773
3,DUCK_FAM_MOV,startMoviePlayback,58.76552199997241
3,DUCK_FAM_MOV,endMoviePlayback,76.17730430001393
3,Fam.FAM_DUCK.DUCK_FAM_MOV,endTrial,76.17745999997715
4,Fam.FAM_DUCK.DUCK_FAM_STILL,startTrial,76.28417379996972
4,Fam.FAM_DUCK.DUCK_FAM_STILL,endTrial,88.0889113000012
5,Test.SUR_SHOE.SUR_SHOE_MOV,startAttnGetter,88.95101229997817
5,Test.SUR_SHOE.SUR_SHOE_MOV,endAttnGetter,100.00477469997713
5,Test.SUR_SHOE.SUR_SHOE_MOV,startTrial,100.86309320002329
5,SUR_SHOE_MOV,startMoviePlayback,101.0074777000118
5,SUR_SHOE_MOV,endMoviePlayback,114.08095630002208
5,Test.SUR_SHOE.SUR_SHOE_MOV,endTrial,114.08110040001338
6,Test.SUR_SHOE.SUR_SHOE_STILL,startTrial,114.18721170001663
6,Test.SUR_SHOE.SUR_SHOE_STILL,endTrial,134.73630529997172
7,Test.EXP_DUCK.EXP_DUCK_MOV,startAttnGetter,137.80080309999175
7,Test.EXP_DUCK.EXP_DUCK_MOV,endAttnGetter,143.2816094000009
7,Test.EXP_DUCK.EXP_DUCK_MOV,startTrial,144.1063931999961
7,EXP_DUCK_MOV,startMoviePlayback,144.2342499999795
7,EXP_DUCK_MOV,endMoviePlayback,157.52488230000017
7,Test.EXP_DUCK.EXP_DUCK_MOV,endTrial,157.5250384999672
8,Test.EXP_DUCK.EXP_DUCK_STILL,startTrial,157.64569819997996
8,Test.EXP_DUCK.EXP_DUCK_STILL,endTrial,170.17060890002176
9,Test.SUR_SHOE.SUR_SHOE_MOV,startAttnGetter,175.07062700000824
9,Test.SUR_SHOE.SUR_SHOE_MOV,endAttnGetter,180.61719570000423
9,Test.SUR_SHOE.SUR_SHOE_MOV,startTrial,183.21186370000942
9,SUR_SHOE_MOV,startMoviePlayback,183.49186609999742
9,SUR_SHOE_MOV,endMoviePlayback,196.56997389998287
9,Test.SUR_SHOE.SUR_SHOE_MOV,endTrial,196.5701670999988
10,Test.SUR_SHOE.SUR_SHOE_STILL,startTrial,196.70497389999218
10,Test.SUR_SHOE.SUR_SHOE_STILL,endTrial,203.10452330001863
11,Test.EXP_DUCK.EXP_DUCK_MOV,startAttnGetter,204.16598499997053
11,Test.EXP_DUCK.EXP_DUCK_MOV,endAttnGetter,209.78028050001012
11,Test.EXP_DUCK.EXP_DUCK_MOV,startTrial,210.77303979999851
11,EXP_DUCK_MOV,startMoviePlayback,211.00840839999728
11,EXP_DUCK_MOV,endMoviePlayback,224.19194609997794
11,Test.EXP_DUCK.EXP_DUCK_MOV,endTrial,224.19217569998
12,Test.EXP_DUCK.EXP_DUCK_STILL,startTrial,224.32207250001375
12,Test.EXP_DUCK.EXP_DUCK_STILL,endTrial,232.1369110000087
