trialNum,trialType,event,time
1,Fam.FAM_SHOE.SHOE_FAM_MOV,startAttnGetter,0.05690980004146695
1,Fam.FAM_SHOE.SHOE_FAM_MOV,endAttnGetter,5.370593900035601
1,Fam.FAM_SHOE.SHOE_FAM_MOV,startTrial,7.798102600034326
1,SHOE_FAM_MOV,startMoviePlayback,7.927934900042601
1,SHOE_FAM_MOV,endMoviePlayback,22.18514400004642
1,Fam.FAM_SHOE.SHOE_FAM_MOV,endTrial,22.1852879000362
2,Fam.FAM_SHOE.SHOE_FAM_STILL,startTrial,22.30696210003225
2,Fam.FAM_SHOE.SHOE_FAM_STILL,endTrial,27.388303200015798
3,Fam.FAM_DUCK.DUCK_FAM_MOV,startAttnGetter,28.318558100028895
3,Fam.FAM_DUCK.DUCK_FAM_MOV,endAttnGetter,33.766743000014685
3,Fam.FAM_DUCK.DUCK_FAM_MOV,startTrial,34.65825170004973
3,DUCK_FAM_MOV,startMoviePlayback,34.8007383000222
3,DUCK_FAM_MOV,endMoviePlayback,52.281972800032236
3,Fam.FAM_DUCK.DUCK_FAM_MOV,endTrial,52.282162600022275
4,Fam.FAM_DUCK.DUCK_FAM_STILL,startTrial,52.41908260004129
4,Fam.FAM_DUCK.DUCK_FAM_STILL,endTrial,64.09147210000083
5,Test.EXP_SHOE.EXP_SHOE_MOV,startAttnGetter,66.62358300003689
5,Test.EXP_SHOE.EXP_SHOE_MOV,endAttnGetter,72.20477040001424
5,Test.EXP_SHOE.EXP_SHOE_MOV,startTrial,73.03084449999733
5,EXP_SHOE_MOV,startMoviePlayback,73.1614310000441
5,EXP_SHOE_MOV,endMoviePlayback,85.15059940004721
5,Test.EXP_SHOE.EXP_SHOE_MOV,endTrial,85.15077190002194
6,Test.EXP_SHOE.EXP_SHOE_STILL,startTrial,85.28039470000658
6,Test.EXP_SHOE.EXP_SHOE_STILL,endTrial,94.75576850003563
7,Test.SUR_DUCK.SUR_DUCK_MOV,startAttnGetter,96.08714900002815
7,Test.SUR_DUCK.SUR_DUCK_MOV,endAttnGetter,106.57778099999996
7,Test.SUR_DUCK.SUR_DUCK_MOV,startTrial,107.3976264000521
7,SUR_DUCK_MOV,startMoviePlayback,107.53790430002846
7,SUR_DUCK_MOV,endMoviePlayback,120.8165558000328
7,Test.SUR_DUCK.SUR_DUCK_MOV,endTrial,120.8167633000412
8,Test.SUR_DUCK.SUR_DUCK_STILL,startTrial,120.95774050004547
8,Test.SUR_DUCK.SUR_DUCK_STILL,endTrial,128.55649250000715
9,Test.EXP_SHOE.EXP_SHOE_MOV,startAttnGetter,129.92058980005095
9,Test.EXP_SHOE.EXP_SHOE_MOV,endAttnGetter,135.36840570002096
9,Test.EXP_SHOE.EXP_SHOE_MOV,startTrial,136.6602807000163
9,EXP_SHOE_MOV,startMoviePlayback,137.0694160000421
9,EXP_SHOE_MOV,endMoviePlayback,148.94853480003076
9,Test.EXP_SHOE.EXP_SHOE_MOV,endTrial,148.9486855000141
10,Test.EXP_SHOE.EXP_SHOE_STILL,startTrial,149.08477080002194
10,Test.EXP_SHOE.EXP_SHOE_STILL,endTrial,155.28262130002258
11,Test.SUR_DUCK.SUR_DUCK_MOV,startAttnGetter,157.18174480000744
11,Test.SUR_DUCK.SUR_DUCK_MOV,endAttnGetter,168.30047360004392
11,Test.SUR_DUCK.SUR_DUCK_MOV,startTrial,170.16063870000653
11,SUR_DUCK_MOV,startMoviePlayback,170.57004350004718
11,SUR_DUCK_MOV,endMoviePlayback,183.61682720005047
11,Test.SUR_DUCK.SUR_DUCK_MOV,endTrial,183.61708900000667
12,Test.SUR_DUCK.SUR_DUCK_STILL,startTrial,183.7429438000545
12,Test.SUR_DUCK.SUR_DUCK_STILL,endTrial,197.558915600006
