trialNum,trialType,event,time
1,Fam.FAM_SHOE.SHOE_FAM_MOV,startAttnGetter,0.05717189982533455
1,Fam.FAM_SHOE.SHOE_FAM_MOV,endAttnGetter,5.504210900515318
1,Fam.FAM_SHOE.SHOE_FAM_MOV,startTrial,6.7981153996661305
1,SHOE_FAM_MOV,startMoviePlayback,6.913707899861038
1,SHOE_FAM_MOV,endMoviePlayback,21.25602039974183
1,Fam.FAM_SHOE.SHOE_FAM_MOV,endTrial,21.256198500283062
2,Fam.FAM_SHOE.SHOE_FAM_STILL,startTrial,21.39713679999113
2,Fam.FAM_SHOE.SHOE_FAM_STILL,endTrial,45.20777510013431
3,Fam.FAM_DUCK.DUCK_FAM_MOV,startAttnGetter,46.93831850029528
3,Fam.FAM_DUCK.DUCK_FAM_MOV,endAttnGetter,52.319164000451565
3,Fam.FAM_DUCK.DUCK_FAM_MOV,startTrial,53.51231999974698
3,DUCK_FAM_MOV,startMoviePlayback,53.62484179995954
3,DUCK_FAM_MOV,endMoviePlayback,71.03383489977568
3,Fam.FAM_DUCK.DUCK_FAM_MOV,endTrial,71.03399979975075
4,Fam.FAM_DUCK.DUCK_FAM_STILL,startTrial,71.13988570030779
4,Fam.FAM_DUCK.DUCK_FAM_STILL,endTrial,101.23083289992064
5,Test.EXP_SHOE.EXP_SHOE_MOV,startAttnGetter,102.92746959999204
5,Test.EXP_SHOE.EXP_SHOE_MOV,endAttnGetter,113.77973090019077
5,Test.EXP_SHOE.EXP_SHOE_MOV,startTrial,115.00581280048937
5,EXP_SHOE_MOV,startMoviePlayback,115.12288330029696
5,EXP_SHOE_MOV,endMoviePlayback,126.95954700000584
5,Test.EXP_SHOE.EXP_SHOE_MOV,endTrial,126.95972259994596
6,Test.EXP_SHOE.EXP_SHOE_STILL,startTrial,127.074029000476
6,Test.EXP_SHOE.EXP_SHOE_STILL,endTrial,157.16100960038602
7,Test.SUR_DUCK.SUR_DUCK_MOV,startAttnGetter,158.75010840035975
7,Test.SUR_DUCK.SUR_DUCK_MOV,endAttnGetter,164.36320880055428
7,Test.SUR_DUCK.SUR_DUCK_MOV,startTrial,165.75656899996102
7,SUR_DUCK_MOV,startMoviePlayback,165.8751830002293
7,SUR_DUCK_MOV,endMoviePlayback,179.175368799828
7,Test.SUR_DUCK.SUR_DUCK_MOV,endTrial,179.17557010054588
8,Test.SUR_DUCK.SUR_DUCK_STILL,startTrial,179.29243400041014
8,Test.SUR_DUCK.SUR_DUCK_STILL,endTrial,197.96154780033976
9,Test.EXP_SHOE.EXP_SHOE_MOV,startAttnGetter,199.39084880053997
9,Test.EXP_SHOE.EXP_SHOE_MOV,endAttnGetter,204.83722779992968
9,Test.EXP_SHOE.EXP_SHOE_MOV,startTrial,205.82980769965798
9,EXP_SHOE_MOV,startMoviePlayback,206.0729676997289
9,EXP_SHOE_MOV,endMoviePlayback,218.01430230028927
9,Test.EXP_SHOE.EXP_SHOE_MOV,endTrial,218.01446860004216
10,Test.EXP_SHOE.EXP_SHOE_STILL,startTrial,218.13833050057292
10,Test.EXP_SHOE.EXP_SHOE_STILL,endTrial,231.16062949970365
11,Test.SUR_DUCK.SUR_DUCK_MOV,startAttnGetter,231.7896111002192
11,Test.SUR_DUCK.SUR_DUCK_MOV,endAttnGetter,237.33612560015172
11,Test.SUR_DUCK.SUR_DUCK_MOV,startTrial,238.29602489992976
11,SUR_DUCK_MOV,startMoviePlayback,238.57178600039333
11,SUR_DUCK_MOV,endMoviePlayback,251.78233360033482
11,Test.SUR_DUCK.SUR_DUCK_MOV,endTrial,251.78286449983716
12,Test.SUR_DUCK.SUR_DUCK_STILL,startTrial,251.92010559979826
12,Test.SUR_DUCK.SUR_DUCK_STILL,endTrial,282.01176199968904
