trialNum,trialType,event,time
1,Fam.FAM_SHOE.SHOE_FAM_MOV,startAttnGetter,0.02241089998278767
1,Fam.FAM_SHOE.SHOE_FAM_MOV,endAttnGetter,4.494708299986087
1,Fam.FAM_SHOE.SHOE_FAM_MOV,startTrial,5.862113799987128
1,SHOE_FAM_MOV,startMoviePlayback,5.984730199998012
1,SHOE_FAM_MOV,endMoviePlayback,20.215789200010477
1,Fam.FAM_SHOE.SHOE_FAM_MOV,endTrial,20.21595250000246
2,Fam.FAM_SHOE.SHOE_FAM_STILL,startTrial,20.331074199988507
2,Fam.FAM_SHOE.SHOE_FAM_STILL,endTrial,28.321693100006087
3,Fam.FAM_DUCK.DUCK_FAM_MOV,startAttnGetter,30.185950699989917
3,Fam.FAM_DUCK.DUCK_FAM_MOV,endAttnGetter,33.024182799999835
3,Fam.FAM_DUCK.DUCK_FAM_MOV,startTrial,34.15693579998333
3,DUCK_FAM_MOV,startMoviePlayback,34.3022520999948
3,DUCK_FAM_MOV,endMoviePlayback,51.445020999992266
3,Fam.FAM_DUCK.DUCK_FAM_MOV,endTrial,51.445209099998465
4,Fam.FAM_DUCK.DUCK_FAM_STILL,startTrial,51.582877499982715
4,Fam.FAM_DUCK.DUCK_FAM_STILL,endTrial,65.79217430000426
5,Test.SUR_SHOE.SUR_SHOE_MOV,startAttnGetter,66.45551520001027
5,Test.SUR_SHOE.SUR_SHOE_MOV,endAttnGetter,69.42642659999547
5,Test.SUR_SHOE.SUR_SHOE_MOV,startTrial,70.99448220001068
5,SUR_SHOE_MOV,startMoviePlayback,71.11260029999539
5,SUR_SHOE_MOV,endMoviePlayback,86.14815449999878
5,Test.SUR_SHOE.SUR_SHOE_MOV,endTrial,86.14831520000007
6,Test.SUR_SHOE.SUR_SHOE_STILL,startTrial,86.27458329999354
6,Test.SUR_SHOE.SUR_SHOE_STILL,endTrial,111.43790029999218
7,Test.EXP_DUCK.EXP_DUCK_MOV,startAttnGetter,112.06773179999436
7,Test.EXP_DUCK.EXP_DUCK_MOV,endAttnGetter,115.40431230000104
7,Test.EXP_DUCK.EXP_DUCK_MOV,startTrial,116.17186119998223
7,EXP_DUCK_MOV,startMoviePlayback,116.29761849998613
7,EXP_DUCK_MOV,endMoviePlayback,129.98899859999074
7,Test.EXP_DUCK.EXP_DUCK_MOV,endTrial,129.9891140999971
8,Test.EXP_DUCK.EXP_DUCK_STILL,startTrial,130.11485399998492
8,Test.EXP_DUCK.EXP_DUCK_STILL,endTrial,160.21948239998892
9,Test.SUR_SHOE.SUR_SHOE_MOV,startAttnGetter,161.28341720000026
9,Test.SUR_SHOE.SUR_SHOE_MOV,endAttnGetter,169.49189699999988
9,Test.SUR_SHOE.SUR_SHOE_MOV,startTrial,170.86189329999615
9,SUR_SHOE_MOV,startMoviePlayback,171.27338890000829
9,SUR_SHOE_MOV,endMoviePlayback,186.28099020000082
9,Test.SUR_SHOE.SUR_SHOE_MOV,endTrial,186.28117880001082
10,Test.SUR_SHOE.SUR_SHOE_STILL,startTrial,186.42222159999073
10,Test.SUR_SHOE.SUR_SHOE_STILL,endTrial,216.5101161999919
11,Test.EXP_DUCK.EXP_DUCK_MOV,startAttnGetter,221.61122950000572
11,Test.EXP_DUCK.EXP_DUCK_MOV,endAttnGetter,226.01502600000822
11,Test.EXP_DUCK.EXP_DUCK_MOV,startTrial,226.74898340000072
11,EXP_DUCK_MOV,startMoviePlayback,227.158883600001
11,EXP_DUCK_MOV,endMoviePlayback,240.50083629999426
11,Test.EXP_DUCK.EXP_DUCK_MOV,endTrial,240.50104339999962
12,Test.EXP_DUCK.EXP_DUCK_STILL,startTrial,240.6381398999947
12,Test.EXP_DUCK.EXP_DUCK_STILL,endTrial,252.64740449999226
