trialNum,trialType,event,time
1,Fam.FAM_SHOE.SHOE_FAM_MOV,startAttnGetter,0.027014499995857477
1,Fam.FAM_SHOE.SHOE_FAM_MOV,endAttnGetter,5.50918819999788
1,Fam.FAM_SHOE.SHOE_FAM_MOV,startTrial,6.767716800008202
1,SHOE_FAM_MOV,startMoviePlayback,6.89924259998952
1,SHOE_FAM_MOV,endMoviePlayback,21.21832230000291
1,Fam.FAM_SHOE.SHOE_FAM_MOV,endTrial,21.218481399992015
2,Fam.FAM_SHOE.SHOE_FAM_STILL,startTrial,21.342916399997193
2,Fam.FAM_SHOE.SHOE_FAM_STILL,endTrial,27.591860100015765
3,Fam.FAM_DUCK.DUCK_FAM_MOV,startAttnGetter,28.922574199998053
3,Fam.FAM_DUCK.DUCK_FAM_MOV,endAttnGetter,32.159150699997554
3,Fam.FAM_DUCK.DUCK_FAM_MOV,startTrial,33.39419729998917
3,DUCK_FAM_MOV,startMoviePlayback,33.538654400006635
3,DUCK_FAM_MOV,endMoviePlayback,50.614473499997985
3,Fam.FAM_DUCK.DUCK_FAM_MOV,endTrial,50.614685300010024
4,Fam.FAM_DUCK.DUCK_FAM_STILL,startTrial,50.72214540001005
4,Fam.FAM_DUCK.DUCK_FAM_STILL,endTrial,69.33400800000527
5,Test.SUR_SHOE.SUR_SHOE_MOV,startAttnGetter,70.56466309999814
5,Test.SUR_SHOE.SUR_SHOE_MOV,endAttnGetter,76.11435869999696
5,Test.SUR_SHOE.SUR_SHOE_MOV,startTrial,77.07056120000198
5,SUR_SHOE_MOV,startMoviePlayback,77.18745600001421
5,SUR_SHOE_MOV,endMoviePlayback,90.1209741999919
5,Test.SUR_SHOE.SUR_SHOE_MOV,endTrial,90.121129200008
6,Test.SUR_SHOE.SUR_SHOE_STILL,startTrial,90.25199729998712
6,Test.SUR_SHOE.SUR_SHOE_STILL,endTrial,108.27616539999144
7,Test.EXP_DUCK.EXP_DUCK_MOV,startAttnGetter,110.27071430001524
7,Test.EXP_DUCK.EXP_DUCK_MOV,endAttnGetter,115.78511610001442
7,Test.EXP_DUCK.EXP_DUCK_MOV,startTrial,116.64370049998979
7,EXP_DUCK_MOV,startMoviePlayback,116.78617539998959
7,EXP_DUCK_MOV,endMoviePlayback,129.72763320000377
7,Test.EXP_DUCK.EXP_DUCK_MOV,endTrial,129.72780469999998
8,Test.EXP_DUCK.EXP_DUCK_STILL,startTrial,129.83513069999753
8,Test.EXP_DUCK.EXP_DUCK_STILL,endTrial,139.3789145000046
9,Test.SUR_SHOE.SUR_SHOE_MOV,startAttnGetter,141.068423299992
9,Test.SUR_SHOE.SUR_SHOE_MOV,endAttnGetter,146.7175511000096
9,Test.SUR_SHOE.SUR_SHOE_MOV,startTrial,147.67560829999275
9,SUR_SHOE_MOV,startMoviePlayback,147.9215722999943
9,SUR_SHOE_MOV,endMoviePlayback,160.95803179999348
9,Test.SUR_SHOE.SUR_SHOE_MOV,endTrial,160.9582078999956
10,Test.SUR_SHOE.SUR_SHOE_STILL,startTrial,161.07317049999256
10,Test.SUR_SHOE.SUR_SHOE_STILL,endTrial,178.54320529999677
11,Test.EXP_DUCK.EXP_DUCK_MOV,startAttnGetter,180.1737068000075
11,Test.EXP_DUCK.EXP_DUCK_MOV,endAttnGetter,190.6931867999956
11,Test.EXP_DUCK.EXP_DUCK_MOV,startTrial,191.7520848000131
11,EXP_DUCK_MOV,startMoviePlayback,192.0290215999994
11,EXP_DUCK_MOV,endMoviePlayback,205.30801430001156
11,Test.EXP_DUCK.EXP_DUCK_MOV,endTrial,205.3081913999922
12,Test.EXP_DUCK.EXP_DUCK_STILL,startTrial,205.44281770000816
12,Test.EXP_DUCK.EXP_DUCK_STILL,endTrial,211.17585329999565
