trialNum,trialType,event,time
1,Fam.FAM_SHOE.SHOE_FAM_MOV,startAttnGetter,0.022336099995300174
1,Fam.FAM_SHOE.SHOE_FAM_MOV,endAttnGetter,4.428105200000573
1,Fam.FAM_SHOE.SHOE_FAM_MOV,startTrial,5.5961749000125565
1,SHOE_FAM_MOV,startMoviePlayback,5.713240800017957
1,SHOE_FAM_MOV,endMoviePlayback,19.912091900012456
1,Fam.FAM_SHOE.SHOE_FAM_MOV,endTrial,19.912269499967806
2,Fam.FAM_SHOE.SHOE_FAM_STILL,startTrial,20.028190299985
2,Fam.FAM_SHOE.SHOE_FAM_STILL,endTrial,33.56015719997231
3,Fam.FAM_DUCK.DUCK_FAM_MOV,startAttnGetter,35.759444599971175
3,Fam.FAM_DUCK.DUCK_FAM_MOV,endAttnGetter,38.99571589997504
3,Fam.FAM_DUCK.DUCK_FAM_MOV,startTrial,40.46387289999984
3,DUCK_FAM_MOV,startMoviePlayback,40.60148919996573
3,DUCK_FAM_MOV,endMoviePlayback,57.68307129997993
3,Fam.FAM_DUCK.DUCK_FAM_MOV,endTrial,57.68320869997842
4,Fam.FAM_DUCK.DUCK_FAM_STILL,startTrial,57.82035559997894
4,Fam.FAM_DUCK.DUCK_FAM_STILL,endTrial,81.30907489999663
5,Test.EXP_SHOE.EXP_SHOE_MOV,startAttnGetter,83.33992749999743
5,Test.EXP_SHOE.EXP_SHOE_MOV,endAttnGetter,87.01000999996904
5,Test.EXP_SHOE.EXP_SHOE_MOV,startTrial,88.04442569997627
5,EXP_SHOE_MOV,startMoviePlayback,88.1539832999697
5,EXP_SHOE_MOV,endMoviePlayback,99.99227739998605
5,Test.EXP_SHOE.EXP_SHOE_MOV,endTrial,99.99239849997684
6,Test.EXP_SHOE.EXP_SHOE_STILL,startTrial,100.1015585999703
6,Test.EXP_SHOE.EXP_SHOE_STILL,endTrial,118.24345609999727
7,Test.SUR_DUCK.SUR_DUCK_MOV,startAttnGetter,120.57658280001488
7,Test.SUR_DUCK.SUR_DUCK_MOV,endAttnGetter,123.11266310000792
7,Test.SUR_DUCK.SUR_DUCK_MOV,startTrial,124.34725360001903
7,SUR_DUCK_MOV,startMoviePlayback,124.4776907999767
7,SUR_DUCK_MOV,endMoviePlayback,140.4659404999693
7,Test.SUR_DUCK.SUR_DUCK_MOV,endTrial,140.46615130000282
8,Test.SUR_DUCK.SUR_DUCK_STILL,startTrial,140.59697429998778
8,Test.SUR_DUCK.SUR_DUCK_STILL,endTrial,167.16008279996458
9,Test.EXP_SHOE.EXP_SHOE_MOV,startAttnGetter,167.79096760001266
9,Test.EXP_SHOE.EXP_SHOE_MOV,endAttnGetter,170.660669600009
9,Test.EXP_SHOE.EXP_SHOE_MOV,startTrial,171.82788339996478
9,EXP_SHOE_MOV,startMoviePlayback,172.23718110000482
9,EXP_SHOE_MOV,endMoviePlayback,183.8088361999835
9,Test.EXP_SHOE.EXP_SHOE_MOV,endTrial,183.80894179997267
10,Test.EXP_SHOE.EXP_SHOE_STILL,startTrial,183.9286970999674
10,Test.EXP_SHOE.EXP_SHOE_STILL,endTrial,197.19433229998685
11,Test.SUR_DUCK.SUR_DUCK_MOV,startAttnGetter,198.0901747000171
11,Test.SUR_DUCK.SUR_DUCK_MOV,endAttnGetter,200.82361419999506
11,Test.SUR_DUCK.SUR_DUCK_MOV,startTrial,201.95798249996733
11,SUR_DUCK_MOV,startMoviePlayback,202.196251699992
11,SUR_DUCK_MOV,endMoviePlayback,218.14556029997766
11,Test.SUR_DUCK.SUR_DUCK_MOV,endTrial,218.14582530001644
12,Test.SUR_DUCK.SUR_DUCK_STILL,startTrial,218.25234319997253
12,Test.SUR_DUCK.SUR_DUCK_STILL,endTrial,233.46122529997956
