trialNum,trialType,event,time
1,Fam.FAM_DUCK.DUCK_FAM_MOV,startAttnGetter,0.029526100028306246
1,Fam.FAM_DUCK.DUCK_FAM_MOV,endAttnGetter,3.1996260000159964
1,Fam.FAM_DUCK.DUCK_FAM_MOV,startTrial,4.56794350000564
1,DUCK_FAM_MOV,startMoviePlayback,4.695088400039822
1,DUCK_FAM_MOV,endMoviePlayback,21.924321400001645
1,Fam.FAM_DUCK.DUCK_FAM_MOV,endTrial,21.924497799947858
2,Fam.FAM_DUCK.DUCK_FAM_STILL,startTrial,22.046602900023572
2,Fam.FAM_DUCK.DUCK_FAM_STILL,endTrial,47.88138369994704
3,Fam.FAM_SHOE.SHOE_FAM_MOV,startAttnGetter,49.279326600022614
3,Fam.FAM_SHOE.SHOE_FAM_MOV,endAttnGetter,52.66472400003113
3,Fam.FAM_SHOE.SHOE_FAM_MOV,startTrial,53.95026750001125
3,SHOE_FAM_MOV,startMoviePlayback,54.06726369995158
3,SHOE_FAM_MOV,endMoviePlayback,68.5351784999948
3,Fam.FAM_SHOE.SHOE_FAM_MOV,endTrial,68.53541839995887
4,Fam.FAM_SHOE.SHOE_FAM_STILL,startTrial,68.64424659998622
4,Fam.FAM_SHOE.SHOE_FAM_STILL,endTrial,90.69102999998722
5,Test.EXP_DUCK.EXP_DUCK_MOV,startAttnGetter,91.5219228999922
5,Test.EXP_DUCK.EXP_DUCK_MOV,endAttnGetter,97.04249669995625
5,Test.EXP_DUCK.EXP_DUCK_MOV,startTrial,98.06142569996882
5,EXP_DUCK_MOV,startMoviePlayback,98.20622329995967
5,EXP_DUCK_MOV,endMoviePlayback,111.47798750002403
5,Test.EXP_DUCK.EXP_DUCK_MOV,endTrial,111.47823460004292
6,Test.EXP_DUCK.EXP_DUCK_STILL,startTrial,111.59075219999067
6,Test.EXP_DUCK.EXP_DUCK_STILL,endTrial,136.20308090001345
7,Test.SUR_SHOE.SUR_SHOE_MOV,startAttnGetter,137.33419800002594
7,Test.SUR_SHOE.SUR_SHOE_MOV,endAttnGetter,142.96108569996431
7,Test.SUR_SHOE.SUR_SHOE_MOV,startTrial,143.94025660003535
7,SUR_SHOE_MOV,startMoviePlayback,144.08487090002745
7,SUR_SHOE_MOV,endMoviePlayback,157.16140029998496
7,Test.SUR_SHOE.SUR_SHOE_MOV,endTrial,157.1615754000377
8,Test.SUR_SHOE.SUR_SHOE_STILL,startTrial,157.29818459996022
8,Test.SUR_SHOE.SUR_SHOE_STILL,endTrial,176.20972629997414
9,Test.EXP_DUCK.EXP_DUCK_MOV,startAttnGetter,177.57417159993201
9,Test.EXP_DUCK.EXP_DUCK_MOV,endAttnGetter,181.07691149995662
9,Test.EXP_DUCK.EXP_DUCK_MOV,startTrial,182.37897680001333
9,EXP_DUCK_MOV,startMoviePlayback,195.9740496999584
9,EXP_DUCK_MOV,endMoviePlayback,208.84176989994012
9,Test.EXP_DUCK.EXP_DUCK_MOV,endTrial,208.84191960003227
10,Test.EXP_DUCK.EXP_DUCK_STILL,startTrial,208.96244209993165
10,Test.EXP_DUCK.EXP_DUCK_STILL,endTrial,227.56247270002495
11,Test.SUR_SHOE.SUR_SHOE_MOV,startAttnGetter,229.12507429998368
11,Test.SUR_SHOE.SUR_SHOE_MOV,endAttnGetter,239.68375760002527
11,Test.SUR_SHOE.SUR_SHOE_MOV,startTrial,240.63703809992876
11,SUR_SHOE_MOV,startMoviePlayback,240.9066908999812
11,SUR_SHOE_MOV,endMoviePlayback,253.99071539996658
11,Test.SUR_SHOE.SUR_SHOE_MOV,endTrial,253.99089030001778
12,Test.SUR_SHOE.SUR_SHOE_STILL,startTrial,254.1222482000012
12,Test.SUR_SHOE.SUR_SHOE_STILL,endTrial,261.99701940000523
