cutoff,start,end,startT,endT,dur,xpos,ypos,flankdataloss,fracinterped,RMSxy,BCEA,fixRangeX,fixRangeY,participant,trial_num,phase,trial_type
1.164726883990009,145,282,-159.8,392.3,552.1,386.5,1147.5,1.0,0.0,0.5085862856337614,0.4244901295801301,1.542791285457577,0.9934640853325306,125_leap_voe_gaze,1.0,attn_getter,fam_shoe_1
1.164726883990009,294,440,436.3,1024.3,588.0,862.0,567.0,0.0,0.0,0.4490863182399333,0.3806621013023105,1.1337178385559468,1.8466744174416452,125_leap_voe_gaze,1.0,attn_getter,fam_shoe_1
1.164726883990009,448,563,1052.3,1516.3,464.0,740.75,390.0,0.0,0.0,0.2988198817374338,0.2165037376451092,0.7480200171915525,1.1804690896304189,125_leap_voe_gaze,1.0,attn_getter,fam_shoe_1
1.164726883990009,570,673,1540.3,1956.3,416.0,1019.75,386.5,0.0,0.0,0.2840361005656402,0.1754588976897413,0.6194540767367545,1.0752787747128567,125_leap_voe_gaze,1.0,attn_getter,fam_shoe_1
1.164726883990009,682,803,1988.3,2476.3,488.0000000000002,697.5,460.5,0.0,0.0,0.259565931995583,0.1359434091417936,0.7480200171915525,0.7830834554974065,125_leap_voe_gaze,1.0,attn_getter,fam_shoe_1
1.164726883990009,813,928,2512.3,2976.3,464.0,1002.75,382.5,0.0,0.0,0.2696623699639764,0.1520267037671212,0.5843906384309004,1.0635909619442387,125_leap_voe_gaze,1.0,attn_getter,fam_shoe_1
1.164726883990009,937,1042,3008.3,3432.3,424.0,667.0,471.5,0.0,0.0,0.250758682710296,0.1493129798480526,0.5960784511995184,0.7947712682660245,125_leap_voe_gaze,1.0,attn_getter,fam_shoe_1
1.164726883990009,1051,1178,3464.3,3976.3,512.0,1031.5,381.0,0.0,0.0,0.2411467738100331,0.1659986868071086,0.6077662639681364,1.0519031491756208,125_leap_voe_gaze,1.0,attn_getter,fam_shoe_1
1.164726883990009,1188,1301,4012.3,4468.3,456.0,713.0,456.0,0.0,0.0,0.2514532910308596,0.1256381554274091,0.6077662639681364,0.7947712682660245,125_leap_voe_gaze,1.0,attn_getter,fam_shoe_1
1.164726883990009,1310,1403,4500.3,4876.3,376.0,1043.5,366.75,0.0,0.0,0.256828938974526,0.1360550596493118,0.4792003235133383,0.9700884597952948,125_leap_voe_gaze,1.0,attn_getter,fam_shoe_1
1.164726883990009,1412,1537,4908.3,5412.3,504.0,776.5,401.0,0.0,0.0,0.2826982087629883,0.1543126903562777,0.5727028256622824,0.9233372087208226,125_leap_voe_gaze,1.0,attn_getter,fam_shoe_1
1.164726883990009,1544,1655,5436.3,5884.3,448.0,1068.0,401.5,0.0,0.0,0.2481964065139714,0.1096729182972045,0.5025759490505743,0.9233372087208226,125_leap_voe_gaze,,inter_trial,
1.164726883990009,1665,1783,5920.3,6396.3,476.0,699.0,513.0,0.0,0.0,0.2697997866401557,0.1829211884687857,0.6311418895053724,1.0752787747128567,125_leap_voe_gaze,,inter_trial,
1.164726883990009,1791,1886,6424.3,6808.3,384.0,421.0,497.5,0.0,0.0,0.2676295559732384,0.2090354410250134,0.7246443916543165,0.9934640853325306,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,1900,1976,6860.3,7168.3,308.0,1121.0,624.0,0.0,0.0,0.4928322553209888,0.4358734946501305,1.1220300257873288,1.636293787606521,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,1986,2046,7204.3,7448.3,244.0,704.5,510.0,0.0,0.0,0.3246148410605601,0.1809110309279485,0.6545175150426085,0.8648981448777325,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,2056,2183,7484.3,7996.3,512.0,278.75,360.0,0.0,0.0,0.2952986570435355,0.2605269598340682,0.9467128342580586,1.1220300257873288,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,2189,2378,8016.3,8776.3,759.9999999999991,269.5,427.0,0.0,0.0,0.4086429887645512,0.3832239255447341,1.2505959662421269,1.531103472688959,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,2384,2440,8796.3,9024.3,228.0,301.5,285.5,0.0,0.0,0.5978110984997362,0.4961147117244242,1.0285275236383846,2.0336794217395333,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,2445,2519,9040.3,9340.3,300.0,302.0,178.0,0.0,0.0,0.6754829420106097,0.6814619593817097,1.4142253450027789,2.080430672814005,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,2766,2842,10324.3,10632.3,308.0,1065.0,297.0,1.0,0.3376623376623376,0.968084504743728,1.4001515520362404,2.6881969367821417,2.2674356771118935,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,2855,2938,10680.3,11016.3,336.0,640.0,210.0,0.0,0.2619047619047619,0.7740748581135763,1.073377416750093,2.5479431835587256,2.1271819238884775,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,2944,2998,11036.3,11256.3,220.0,606.5,291.0,0.0,0.0909090909090909,0.6528501443653477,0.6839096864031821,1.9635525451278253,1.367474093928307,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,3005,3213,11280.3,12116.3,836.0,514.5,380.5,1.0,0.3110047846889952,1.264118620446509,3.567392960045494,4.815378860670619,5.773779507697296,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,3240,3263,12220.3,12316.3,96.0,553.0,364.0,1.0,0.5,1.4438903961732297,2.3098955324430075,2.1388697366570955,1.659669413143757,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,3274,3402,12356.3,12872.3,516.0,583.5,287.75,1.0,0.5038759689922481,0.9427144434567666,1.2676566472916824,2.734948187856614,2.0570550472767692,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,3854,3888,14676.2,14816.2,140.0,1066.0,-6.0,0.0,0.8,0.3182291874875385,0.0984420188058898,0.3740100085957762,0.3506343830585402,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,4018,4171,15332.2,15948.2,616.0,391.25,244.0,1.0,0.2857142857142857,1.0826998628986717,2.337504214691672,4.792003235133383,5.095886367117451,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,4178,4227,15972.2,16172.2,200.0,443.0,296.0,0.0,0.1,0.8619753027814977,1.295435190626935,2.290811302649131,2.3375625537236018,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,4238,4259,16212.2,16300.2,88.0,418.5,314.5,1.0,0.2727272727272727,0.5610860280946335,0.7081771800052244,1.0635909619442387,0.8882737704149686,125_leap_voe_gaze,1.0,movie,fam_shoe_1
1.164726883990009,6150,6258,23860.2,24296.2,436.0,817.0,417.0,1.0,0.2110091743119266,0.5206558490522106,0.4348264897779088,1.1220300257873288,1.870050042978881,125_leap_voe_gaze,2.0,still,fam_shoe_1
1.164726883990009,6834,7003,26596.2,27276.2,680.0,828.0,434.0,1.0,0.3411764705882353,0.7226182711578104,0.6618273878486958,1.8466744174416452,1.9401769195905896,125_leap_voe_gaze,2.0,still,fam_shoe_1
1.164726883990009,7088,7144,27612.2,27840.2,228.0,470.5,366.5,1.0,0.2631578947368421,0.7992154353903562,1.098723857158446,1.542791285457577,1.9635525451278253,125_leap_voe_gaze,2.0,still,fam_shoe_1
1.164726883990009,7193,7327,28032.2,28572.2,540.0,797.0,414.0,0.0,0.1185185185185185,0.5411447521097471,0.6802002730023106,1.472664408845869,1.9168012940533543,125_leap_voe_gaze,2.0,still,fam_shoe_1
1.164726883990009,7343,7389,28632.2,28820.2,188.0,1543.0,953.5,0.0,0.5106382978723404,0.9163407539891564,1.0513667651324412,1.238908153473509,1.5544790982261951,125_leap_voe_gaze,2.0,still,fam_shoe_1
1.164726883990009,7395,7441,28840.2,29028.2,188.0,1454.0,1130.0,1.0,0.2978723404255319,0.8221745877881277,1.1193034212826505,2.2206844260374217,1.542791285457577,125_leap_voe_gaze,2.0,still,fam_shoe_1
1.164726883990009,7538,7626,29412.2,29768.2,356.0,1543.0,1123.0,1.0,0.4719101123595505,0.4699169391110708,1.0748836067781034,2.1505575494257134,1.309035030085217,125_leap_voe_gaze,2.0,still,fam_shoe_1
1.164726883990009,7644,7699,29836.2,30060.2,224.0,632.0,665.0,0.0,0.0535714285714285,0.8154624709963593,1.0530540157989554,1.8934256685161173,2.489504119715636,125_leap_voe_gaze,2.0,still,fam_shoe_1
