cutoff,start,end,startT,endT,dur,xpos,ypos,flankdataloss,fracinterped,RMSxy,BCEA,fixRangeX,fixRangeY,participant
1.044342814772273,3,63,-733.8,-489.7,244.09999999999997,423.5,1096.5,1.0,0.08196721311475409,1.5399446247782984,3.3333545856670814,2.64144568570767,3.8452904008753244,106_leap_voe_gaze
1.044342814772273,10245,10327,40234.2,40566.2,332.0,385.5,1109.0,1.0,0.0,0.5592617739559685,0.8028956663132183,1.8817378557474993,2.0570550472767692,106_leap_voe_gaze
1.044342814772273,10645,10678,41834.2,41970.2,136.0,977.0000000000001,525.0,0.0,0.38235294117647056,0.8215269919569392,1.7112019075808291,1.671357225912375,2.080430672814005,106_leap_voe_gaze
1.044342814772273,10684,11378,41990.2,44770.2,2780.0,944.0,545.0,0.0,0.0014388489208633094,0.38900735059979324,0.6662205599717278,2.4427528686411635,1.8583622302102631,106_leap_voe_gaze
1.044342814772273,11384,11468,44790.2,45130.2,340.0,980.0,756.75,0.0,0.058823529411764705,1.0875462154775504,1.6205816185120954,2.4544406814097814,2.9687044432289738,106_leap_voe_gaze
1.044342814772273,11475,11601,45154.2,45662.2,508.0,940.0,567.0,0.0,0.15748031496062992,0.9023587682339572,1.3531760896047056,2.6648213112449057,3.1323338219896235,106_leap_voe_gaze
1.044342814772273,11774,11857,46350.2,46686.2,336.0,258.0,270.0,1.0,0.05952380952380952,1.3100360310243706,2.1253241685469075,2.87520194108003,4.464744477612079,106_leap_voe_gaze
1.044342814772273,11867,11930,46722.2,46978.2,256.0,152.0,339.0,0.0,0.046875,1.0565928816798087,1.551651955424651,2.7115725623193776,4.043983217941831,106_leap_voe_gaze
1.044342814772273,12420,12492,48934.2,49226.2,292.0,479.5,706.5,1.0,0.6164383561643836,1.9548745403966765,4.6020116509523055,2.8284506900055577,6.1945407673675446,106_leap_voe_gaze
1.044342814772273,22065,22137,87514.1,87806.1,292.0,720.5,144.0,0.0,0.0,0.5036959157511883,0.48537064432524213,1.5544790982261951,1.0986544002500926,106_leap_voe_gaze
1.044342814772273,22144,22215,87830.1,88118.1,288.0,1035.5,27.5,1.0,0.2361111111111111,0.9415545330428017,1.5647987502406666,2.3375625537236018,2.3843138047980736,106_leap_voe_gaze
1.044342814772273,22475,22523,89154.1,89350.1,196.0,969.5,499.0,1.0,0.1836734693877551,0.8802502202370955,1.327085570328431,2.290811302649132,2.1505575494257134,106_leap_voe_gaze
1.044342814772273,22530,22868,89374.1,90730.1,1356.0,940.0,554.0,0.0,0.04129793510324484,0.4904257411944264,0.7335601804062418,2.477816306947018,2.1622453621943314,106_leap_voe_gaze
1.044342814772273,22875,22983,90754.1,91190.1,436.0,904.0,550.5,0.0,0.0,0.4641060352272876,0.36732716603328147,1.379161906696925,1.9635525451278253,106_leap_voe_gaze
1.044342814772273,22989,23059,91210.1,91494.1,284.0,1107.0,642.0,0.0,0.056338028169014086,1.2899916066262402,2.000617209600711,2.886889753848648,3.7050366476519083,106_leap_voe_gaze
1.044342814772273,23065,23167,91514.1,91926.1,412.0,1020.0,724.25,0.0,0.3786407766990291,1.569226850842186,3.3700820799623754,3.7167244604205263,5.57508669063079,106_leap_voe_gaze
1.044342814772273,23179,23360,91970.1,92698.1,728.0,405.0,532.0,0.0,0.2032967032967033,1.5984434187114207,4.273807696028033,5.3296426224898115,5.469896375713228,106_leap_voe_gaze
1.044342814772273,31959,32101,127090.1,127662.1,572.0,961.0,706.0,1.0,0.3356643356643357,1.1558475549728324,4.051257170162999,4.534871354223787,5.259515745878104,106_leap_voe_gaze
1.044342814772273,32110,32157,127694.1,127886.1,192.0,567.0,548.0,1.0,0.25,1.1601815734269993,2.28420152986258,2.1856209877315673,3.038831319840682,106_leap_voe_gaze
1.044342814772273,40093,40142,159626.0,159826.0,200.0,834.5,699.0,1.0,0.18,0.8308149710324982,1.412869053199143,2.1038062983512416,2.2674356771118935,106_leap_voe_gaze
1.044342814772273,40230,40267,160174.0,160326.0,152.0,341.5,974.0,1.0,0.13157894736842105,1.2357309731319832,3.068847643917496,2.3024991154177474,4.020607592404595,106_leap_voe_gaze
1.044342814772273,40274,40376,160350.0,160762.0,412.0,430.0,1031.0,0.0,0.23300970873786409,1.2725520967976987,8.86274508131177,4.581622605298259,6.1010382652186,106_leap_voe_gaze
1.044342814772273,40386,40430,160798.0,160978.0,180.0,293.0,910.0,1.0,0.2222222222222222,1.1036072093028457,3.525510903866839,4.347866349925899,1.589542536532049,106_leap_voe_gaze
1.044342814772273,40486,40509,161198.0,161294.0,96.0,1024.5,604.25,1.0,0.5,1.0298769349864565,2.152759194946961,1.379161906696925,1.8232987919044092,106_leap_voe_gaze
1.044342814772273,40516,41187,161318.0,164006.0,2688.0,963.5,541.5,0.0,0.001488095238095238,0.5985553253502309,0.7463040940241984,2.2557478643432756,2.6648213112449057,106_leap_voe_gaze
1.044342814772273,41195,41234,164034.0,164194.0,160.0,1349.0,601.0,1.0,0.425,1.727441329828554,6.648251498161933,3.7167244604205263,3.8336025881067064,106_leap_voe_gaze
1.044342814772273,41265,41314,164314.0,164514.0,200.0,856.0,690.0,1.0,0.48,1.7049951162494845,5.841011764992777,3.8102269625694705,4.0907344690163026,106_leap_voe_gaze
1.044342814772273,43411,43488,172898.0,173210.0,312.0,414.5,85.5,1.0,0.41025641025641024,1.499638979494872,2.5220932983040036,3.319338826287514,3.3660900773619864,106_leap_voe_gaze
1.044342814772273,45632,45690,181782.0,182018.0,236.0,1760.0,691.0,0.0,0.11864406779661017,1.0356395837206502,3.0757771412541883,2.87520194108003,3.599846332734346,106_leap_voe_gaze
1.044342814772273,45700,45714,182054.0,182114.0,60.0,996.5,326.5,1.0,0.06666666666666667,0.9675739640946307,6.401994830242781,5.3062669969525755,2.244060051574659,106_leap_voe_gaze
1.044342814772273,47096,47150,187638.0,187858.0,220.0,909.0,339.0,1.0,0.0,0.5951312999189888,0.5916243921868761,1.566166910994813,1.729796289755465,106_leap_voe_gaze
1.044342814772273,48493,48561,193226.0,193502.0,276.0,451.5,1043.0,1.0,0.0,0.7726173642287912,1.207954270395413,2.477816306947018,2.3141869281863654,106_leap_voe_gaze
